SKU,Name,Brand,Grade,Primary Color,All Colors,Design,Swatch Image URL
5405,Solid Black,Sattler / Outdura,B,Black,Black,Solids,https://frankford.b-cdn.net/fabric_swatches/5405black.jpg
5406,Solid Antique Beige,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/5406antiquebeige.jpg
5407,Solid Aquamarine,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/Aquamarine_5407.jpg
5408,Solid Cadet Grey,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/Cadet_Grey_5408.jpg
5409,Solid Natural White,Sattler / Outdura,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/Natural_White_5409.jpg
5411,Solid Khaki,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/Khaki_5411.jpg
5412,Solid Taupe,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/Taupe_5412.jpg
5413,Solid Linen,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/Linen_5413.jpg
5413/701,Fiera Sage,Tempotest®,B,Beige,Beige | Yellow,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_fiera-sage_5413-701.jpg
5413/75,Fiera Sapphire,Tempotest®,B,Blue,Blue | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_fiera-sapphire_5413-75.jpg
5413/926,Fiera Zinc,Tempotest®,B,Beige,Beige | Orange,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_fiera-zinc_5413-926.jpg
5413/94,Fiera Crystal,Tempotest®,B,Grey,Grey | Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_fiera-crystal_5413-94.jpg
5414/16,Presidio Kiwi,Tempotest®,B,Green,Green | Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_presidio-kiwi_5414-16.jpg
5414/20,Presidio Zinnia,Tempotest®,B,Beige,Beige | Orange,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_presidio-zinnia_5414-20.jpg
5414/8,Presidio Pine,Tempotest®,B,Beige,Beige | Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_presidio-pine_5414-8.jpg
5414/87,Presidio Oceana,Tempotest®,B,Blue,Blue | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_presidio-oceana_5414-87.jpg
5414/926,Presidio Hemp,Tempotest®,B,Brown,Brown | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_presidio-hemp_5414-926.jpg
5415,Solid Terracotta,Sattler / Outdura,B,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/Terracotta_5415.jpg
5415/54,Piccolo Zinc,Tempotest®,B,Orange,Orange | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_piccolo-zinc_5415-54.jpg
5415/87,Piccolo Oceana,Tempotest®,B,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_piccolo-oceana_5415-87.jpg
5415/926,Piccolo Brindle,Tempotest®,B,Brown,Brown | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_piccolo-brindle_5415-926.jpg
5416/102,Tango Burnish,Tempotest®,B,Beige,Beige | Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_tango-burnish_5416-102.jpg
5416/11,Tango Classic,Tempotest®,B,Blue,Blue | Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_tango-classic_5416-11.jpg
5416/151,Tango Autumn,Tempotest®,B,Red,Red | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_tango-autumn_5416-151.jpg
5416/21,Tango Isle Of Palms,Tempotest®,B,Blue,Blue | Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_tango-isle-of-palms_5416-21.jpg
5417/11,Novella Ruby,Tempotest®,B,Red,Red | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_novella-ruby_5417-11.jpg
5417/21,Novella Sky,Tempotest®,B,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_novella-sky_5417-21.jpg
5417/24,Novella Nero,Tempotest®,B,Black,Black | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_novella-nero_5417-24.jpg
5417/8,Novella Mallard,Tempotest®,B,Green,Green | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_novella-mallard_5417-8.jpg
5417/87,Novella Oceana,Tempotest®,B,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_novella-oceana_5417-87.jpg
5417/97,Novella Thunderstorm,Tempotest®,B,Black,Black | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_novella-thunderstorm_5417-97.jpg
5418/11,Sorridere Arcade,Tempotest®,B,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_sorridere-arcade_5418-11.jpg
5418/21,Sorridere Maritime,Tempotest®,B,Blue,Blue | White,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_sorridere-maritime_5418-21.jpg
5418/22,Sorridere Lollipop,Tempotest®,B,Blue,Blue | Orange,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_sorridere-lollipop_5418-22.jpg
5418/58,Sorridere Autumn,Tempotest®,B,Brown,Brown | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_sorridere-autumn_5418-58.jpg
5419,Solid Sand,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/Sand_5419.jpg
5419/701,Casa Al Dunes,Tempotest®,B,Beige,Beige | Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_casa-al-dunes_5419-701.jpg
5419/87,Mare Arcade,Tempotest®,B,Blue,Blue | Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_mare-arcade_5419-87.jpg
5419/94,Casa Al Oceanside,Tempotest®,B,Grey,Grey | Orange,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_casa-al-oceanside_5419-94.jpg
5420,Solid Citron,Sattler / Outdura,B,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_solid_solid-citron_5420.jpg
5421,Solid Sepia,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_solid_solid-sepia_5421.jpg
5424,Solid Canary,Sattler / Outdura,B,Yellow,Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/Canvas-Sky-Blue_5424-0000.jpg
5426,Solid Kona,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/5426Kona.jpg
5428,Solid Olive,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/5428-Solids-Ovation3.jpg
5430,Solid Ivory,Sattler / Outdura,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/5430Ivory.jpg
5432,Solid Pesto,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/Pesto_5432.jpg
5433,Solid Neptune,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/Neptune_5433.jpg
5434,Solid Classic Royal,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/Classic_Royal_Blue_5434.jpg
5436,Solid Aquatic,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/Aquatic_5436.jpg
5438,Solid Stone,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/Stone_5438.jpg
5439,Solid Steel Blue,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura-canvas-steel-blue-5439.jpg
5441,Solid Island Blue,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/islandblue5441.jpg
5442,Solid Royal Navy,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/Royal_Navy_5442.jpg
5443,Solid Golden,Sattler / Outdura,B,Yellow,Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/Golden_5443.jpg
5445,Solid Sandstone,Sattler / Outdura,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/Sandstone_5445.jpg
5447,Solid Petrol,Sattler / Outdura,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/PETROL5447.jpg
5456,Solid Wren,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/Wren5456.jpg
5457,Solid Zinc,Sattler / Outdura,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/Zinc5457-1.jpg
5458,Solid Clover,Sattler / Outdura,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/5458clover.jpg
5459,Solid Stucco,Sattler / Outdura,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/Stucco5459.jpg
6615,Storm Snow,Sattler / Outdura,B,White,White,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-snow_6615.jpg
6616,Storm Crème,Sattler / Outdura,B,White,White,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-creme_6616.jpg
6617,Storm Linen,Sattler / Outdura,B,White,White,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-linen_6617.jpg
6621,Storm Burnish,Sattler / Outdura,B,Brown,Brown,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-burnish_6621.jpg
6622,Storm Coco,Sattler / Outdura,B,Brown,Brown,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-coco_6622.jpg
6623,Storm Smoke,Sattler / Outdura,B,Grey,Grey,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-smoke_6623.jpg
6624,Storm Steel,Sattler / Outdura,B,Brown,Brown,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-steel_6624.jpg
6625,Storm Graphite,Sattler / Outdura,B,Grey,Grey,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-graphite_6625.jpg
6626,Storm Sky,Sattler / Outdura,B,Blue,Blue,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-sky_6626.jpg
6627,Storm Navy,Sattler / Outdura,B,Blue,Blue,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-navy_6627.jpg
6628,Storm Tamale,Sattler / Outdura,B,Red,Red,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-tamale_6628.jpg
6629,Storm Onyx,Sattler / Outdura,B,Black,Black,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-onyx_6629.jpg
6630,Storm Grass,Sattler / Outdura,B,Green,Green,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-grass_6630.jpg
6632,Storm Pewter,Sattler / Outdura,B,Beige,Beige,Textures,https://frankford.b-cdn.net/fabric_swatches/outdura_storm_storm-pewter_6632.jpg
7055,Kinzie Aqua,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_kinzie_kinzie-aqua_7055.jpg
7058,Kinzie Smoke,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_kinzie_kinzie-smoke_7058.jpg
7059,Kinzie Sailor,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_kinzie_kinzie-sailor_7059.jpg
7063,Kinzie Wheat,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_kinzie_kinzie-wheat_7063.jpg
7064,Kinzie Steel,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_kinzie_kinzie-steel_7064.jpg
7065,Kinzie Coal,Sattler / Outdura,B,Black,Black,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_kinzie_kinzie-coal_7065.jpg
7067,Kinzie Chick,Sattler / Outdura,B,Yellow,Yellow,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_kinzie_kinzie-chick_7067.jpg
7850,Longitude Beach,Sattler / Outdura,B,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_longitude_longitude-beach_7850.jpg
7856,Longitude Mica,Sattler / Outdura,B,Grey,Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_longitude_longitude-mica_7856.jpg
7857,Longitude Pool,Sattler / Outdura,B,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_longitude_longitude-pool_7857.jpg
8/615,Mare Tidepool,Tempotest®,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_mare-tidepool_8-615.jpg
87/615,Casa Al Denim Blue,Tempotest®,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_casa-al-denim-blue_87-615.jpg
926/615,Mare Taupe,Tempotest®,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_mare-taupe_926-615.jpg
94/615,Ciao Lead,Tempotest®,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-lead_94-615.jpg
97/615,Ciao Obsidian,Tempotest®,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_foundations_ciao-obsidian_97-615.jpg
D099,White,Recasens / SENS,B,White,White,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_white_D-099.jpg
D100,Beige,Recasens / SENS,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_beige_D-100.jpg
D102,Forest Green,Recasens / SENS,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_forest-green_D-102.jpg
D103,Black,Recasens / SENS,B,Black,Black,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_black_D-103.jpg
D104,Chestnut,Recasens / SENS,B,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_chestnut_D-104.jpg
D105,Salmon,Recasens / SENS,B,Pink,Pink,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_salmon_D-105.jpg
D106,Flamingo,Recasens / SENS,B,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_flamingo_D-106.jpg
D115,Cream,Recasens / SENS,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_cream_D-115.jpg
D117,Raw,Recasens / SENS,B,Ivory,Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_raw_D-117.jpg
D122,Seashell,Recasens / SENS,B,Ivory,Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_seashell_D-122.jpg
D127,Moonrock,Recasens / SENS,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_moonrock_D-127.jpg
D139,Heather Beige,Recasens / SENS,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_heather-beige_D-139.jpg
D143,Hemp Beige,Recasens / SENS,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_hemp-beige_D-143.jpg
D150,Dark Grey,Recasens / SENS,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_dark-grey_D-150.jpg
D151,Slate,Recasens / SENS,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_slate_D-151.jpg
D153,Stone,Recasens / SENS,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_stone_D-153.jpg
D158,Ochre,Recasens / SENS,B,Gold,Gold,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_ochre_D-158.jpg
D160,Pistachio,Recasens / SENS,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_pistachio_D-160.jpg
D161,Grey,Recasens / SENS,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_grey_D-161.jpg
D163,Green,Recasens / SENS,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_green_D-163.jpg
D164,Charcoal Grey,Recasens / SENS,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_charcoal-grey_D-164.jpg
D165,Mauve,Recasens / SENS,B,Purple,Purple,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_mauve_D-165.jpg
D171,Turquoise,Recasens / SENS,B,Turquoise,Turquoise,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_turquoise_D-171.jpg
D172,Blue,Recasens / SENS,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_blue_D-172.jpg
D173,Dark Blue,Recasens / SENS,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_dark-blue_D-173.jpg
D174,Navy Blue,Recasens / SENS,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_navy-blue_D-174.jpg
D176,Red,Recasens / SENS,B,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_red_D-176.jpg
D177,Burgundy,Recasens / SENS,B,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_burgundy_D-177.jpg
D182,Vermillion,Recasens / SENS,B,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_vermillion_D-182.jpg
D187,Jade,Recasens / SENS,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_jade_D-187.jpg
D193,Light Blue,Recasens / SENS,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_light-blue_D-193.jpg
D196,Titanium,Recasens / SENS,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_titanium_D-196.jpg
D197,Tweed Lead,Recasens / SENS,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_tweed-lead_D-197.jpg
D201,Hickory,Recasens / SENS,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_hickory_D-201.jpg
D202,Ocean,Recasens / SENS,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_ocean_D-202.jpg
D203,Saddle,Recasens / SENS,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_saddle_D-203.jpg
D204,Russet,Recasens / SENS,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_russet_D-204.jpg
D205,Aluminum,Recasens / SENS,B,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_aluminum_D-205.jpg
D219,Thunder,Recasens / SENS,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_thunder_D-219.jpg
D220,Argent,Recasens / SENS,B,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_argent_D-220.jpg
D228,Pewter,Recasens / SENS,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_pewter_D-228.jpg
D230,Sage,Recasens / SENS,B,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_sage_D-230.jpg
D236,Jeans,Recasens / SENS,B,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_jeans_D-236.jpg
D244,Dun,Recasens / SENS,B,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_dun_D-244.jpg
D327,Natural,Recasens / SENS,B,Ivory,Ivory,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_natural_D-327.jpg
D554,Yellow,Recasens / SENS,B,Yellow,Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_yellow_D-554.jpg
D567,Orange,Recasens / SENS,B,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/sens_orange_D-567.jpg
D774,Tweed Smoke,Recasens / SENS,B,Grey,Grey,Tweeds,https://frankford.b-cdn.net/fabric_swatches/sens_tweed-smoke_D-774.jpg
D777,Tweed Cherry,Recasens / SENS,B,Red,Red,Tweeds,https://frankford.b-cdn.net/fabric_swatches/sens_tweed-cherry_D-777.jpg
D778,Tweed Mandarin,Recasens / SENS,B,Orange,Orange,Tweeds,https://frankford.b-cdn.net/fabric_swatches/sens_tweed-mandarin_D-778.jpg
D779,Tweed Beige,Recasens / SENS,B,Beige,Beige,Tweeds,https://frankford.b-cdn.net/fabric_swatches/sens_tweed-beige_D-779.jpg
D783,Tweed Sand,Recasens / SENS,B,Beige,Beige,Tweeds,https://frankford.b-cdn.net/fabric_swatches/sens_tweed-sand_D-783.jpg
D784,Tweed Navy Blue,Recasens / SENS,B,Blue,Blue,Tweeds,https://frankford.b-cdn.net/fabric_swatches/sens_tweed-navy-blue_D-784.jpg
D787,Tweed Ebony,Recasens / SENS,B,Grey,Grey,Tweeds,https://frankford.b-cdn.net/fabric_swatches/sens_tweed-ebony_D-787.jpg
D788,Tweed Lagoon,Recasens / SENS,B,Blue,Blue,Tweeds,https://frankford.b-cdn.net/fabric_swatches/sens_tweed-lagoon_D-788.jpg
D812,Belize Inca,Recasens / SENS,B,Beige,Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/sens_belize-inca_D-812.jpg
D901,Belize Urban,Recasens / SENS,B,Black,Black | Grey | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/sens_belize-urban_D-901.jpg
D902,Belize Sea,Recasens / SENS,B,Green,Green | Grey | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/sens_belize-sea_D-902.jpg
D903,Belize Life,Recasens / SENS,B,Red,Red | Orange | Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/sens_belize-life_D-903.jpg
D904,Belize Sand,Recasens / SENS,B,Beige,Beige | Ivory,Stripes,https://frankford.b-cdn.net/fabric_swatches/sens_belize-sand_D-904.jpg
1510,Fenway Coal,Sattler / Outdura,C,Grey,Grey | Red,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_fenway_fenway-coal_1510.jpg
1513,Fenway Flannel,Sattler / Outdura,C,Grey,Grey | Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_fenway_fenway-flannel_1513.jpg
1900,Scoop Seamist,Sattler / Outdura,C,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-seamist_1900.jpg
1901,Scoop Birch,Sattler / Outdura,C,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-birch_1901.jpg
1903,Scoop Jute,Sattler / Outdura,C,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-jute_1903.jpg
1904,Scoop Timber,Sattler / Outdura,C,Brown,Brown,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-timber_1904.jpg
1905,Scoop Aqua,Sattler / Outdura,C,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-aqua_1905.jpg
1911,Scoop Chili,Sattler / Outdura,C,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-chili_1911.jpg
1917,Scoop Sailor,Sattler / Outdura,C,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-sailor_1917.jpg
1919,Scoop Brick,Sattler / Outdura,C,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-brick_1919.jpg
1923,Scoop Dove,Sattler / Outdura,C,Grey,Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-dove_1923.jpg
1929,Scoop Peacock,Sattler / Outdura,C,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_scoop_scoop-peacock_1929.jpg
2025,Marisol Baltic,Sattler / Outdura,C,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_marisol_marisol-baltic_2025.jpg
314001,Elements Solid 3 China Red,Sattler / Outdura,C,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-china-red_314001.jpg
314003,Elements Solid 3 Dandelion,Sattler / Outdura,C,Yellow,Yellow,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-dandelion_314003.jpg
314005,Elements Solid 3 Tangerine,Sattler / Outdura,C,Orange,Orange,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-tangerine_314005.jpg
314404,Elements Solid 3 Scarlet,Sattler / Outdura,C,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-scarlet_314404.jpg
314525,Elements Solid 3 Space,Sattler / Outdura,C,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-space_314525.jpg
314621,Elements Solid 3 Seagrass,Sattler / Outdura,C,Green,Green,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-seagrass_314621.jpg
314703,Elements Solid 3 Fawn,Sattler / Outdura,C,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-fawn_314703.jpg
314718,Elements Solid 3 Ecru,Sattler / Outdura,C,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-ecru_314718.jpg
314721,Elements Solid 3 Linen,Sattler / Outdura,C,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-linen_314721.jpg
314763,Elements Solid 3 Burgundy,Sattler / Outdura,C,Red,Red,Solids,https://frankford.b-cdn.net/fabric_swatches/outdura_elements-solids-group-3-premium_elements-solid-3-burgundy_314763.jpg
3805,Tradewinds Nautical,Sattler / Outdura,C,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_tradewinds_tradewinds-nautical_3805.jpg
3806,Tradewinds Laguna,Sattler / Outdura,C,Green,Green,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_tradewinds_tradewinds-laguna_3806.jpg
3812,Tradewinds Mystic Blue,Sattler / Outdura,C,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_tradewinds_tradewinds-mystic-blue_3812.jpg
3814,Tradewinds Garden,Sattler / Outdura,C,Pink,Pink,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_tradewinds_tradewinds-garden_3814.jpg
3815,Tradewinds Brass,Sattler / Outdura,C,Brown,Brown,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_tradewinds_tradewinds-brass_3815.jpg
3816,Sail Away Sailor,Sattler / Outdura,C,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_sail-away_sail-away-sailor_3816.jpg
3817,Sail Away Summer,Sattler / Outdura,C,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_sail-away_sail-away-summer_3817.jpg
3818,Sail Away Aqua,Sattler / Outdura,C,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/outdura_sail-away_sail-away-aqua_3818.jpg
