SKU,Name,Brand,Grade,Primary Color,All Colors,Design,Swatch Image URL
52016/1,Menzino Fawn,Tempotest®,F+,Beige,Beige | White,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_menzino-fawn_52016-1.jpg
52016/11,Menzino Fossil,Tempotest®,F+,Black,Black | White,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_menzino-fossil_52016-11.jpg
52016/3,Menzino Celeste,Tempotest®,F+,Blue,Blue | White,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_menzino-celeste_52016-3.jpg
52016/8,Menzino Terracotta,Tempotest®,F+,Red,Red | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_menzino-terracotta_52016-8.jpg
52016/9,Menzino Cadet,Tempotest®,F+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_menzino-cadet_52016-9.jpg
52017/1,Carzano Fawn,Tempotest®,F+,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_carzano-fawn_52017-1.jpg
52017/11,Carzano Fossil,Tempotest®,F+,Black,Black | Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_carzano-fossil_52017-11.jpg
52017/3,Carzano Celeste,Tempotest®,F+,Blue,Blue | Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_carzano-celeste_52017-3.jpg
52017/7,Carzano Cypress,Tempotest®,F+,Green,Green | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_carzano-cypress_52017-7.jpg
52017/8,Carzano Terracotta,Tempotest®,F+,Red,Red | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_carzano-terracotta_52017-8.jpg
52017/9,Carzano Cadet,Tempotest®,F+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_carzano-cadet_52017-9.jpg
52018/1,Variegata Fawn,Tempotest®,F+,Beige,Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_variegata-fawn_52018-1.jpg
52018/11,Variegata Fossil,Tempotest®,F+,Black,Black | Grey,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_variegata-fossil_52018-11.jpg
52018/3,Variegata Celeste,Tempotest®,F+,Blue,Blue | White,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_variegata-celeste_52018-3.jpg
52018/7,Variegata Cypress,Tempotest®,F+,Green,Green | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_variegata-cypress_52018-7.jpg
52018/8,Variegata Terracotta,Tempotest®,F+,Red,Red | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_variegata-terracotta_52018-8.jpg
52018/9,Variegata Cadet,Tempotest®,F+,Blue,Blue,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_variegata-cadet_52018-9.jpg
52019/1,Costa Fawn,Tempotest®,F+,Beige,Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_costa-fawn_52019-1.jpg
52019/11,Costa Fossil,Tempotest®,F+,Black,Black | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_costa-fossil_52019-11.jpg
52019/3,Costa Celeste,Tempotest®,F+,Blue,Blue | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_costa-celeste_52019-3.jpg
52019/7,Costa Cypress,Tempotest®,F+,Green,Green | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_costa-cypress_52019-7.jpg
52019/8,Costa Terracotta,Tempotest®,F+,Red,Red | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_costa-terracotta_52019-8.jpg
52019/9,Costa Cadet,Tempotest®,F+,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_costa-cadet_52019-9.jpg
52020/1,Regata Fawn,Tempotest®,F+,Beige,Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_regata-fawn_52020-1.jpg
52020/11,Regata Fossil,Tempotest®,F+,Black,Black | Grey,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_regata-fossil_52020-11.jpg
52020/3,Regata Celeste,Tempotest®,F+,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_regata-celeste_52020-3.jpg
52020/7,Regata Cypress,Tempotest®,F+,Green,Green | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_regata-cypress_52020-7.jpg
52020/8,Regata Terracotta,Tempotest®,F+,Red,Red | Beige,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_regata-terracotta_52020-8.jpg
52020/9,Regata Cadet,Tempotest®,F+,Blue,Blue,Stripes,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_regata-cadet_52020-9.jpg
52024/1,Prateria Fawn,Tempotest®,F+,Beige,Beige,,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_prateria-fawn_52024-1.jpg
52024/11,Prateria Fossil,Tempotest®,F+,Black,Black | Grey,,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_prateria-fossil_52024-11.jpg
52024/3,Prateria Celeste,Tempotest®,F+,Blue,Blue | White,,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_prateria-celeste_52024-3.jpg
52024/7,Prateria Cypress,Tempotest®,F+,Green,Green | Beige,,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_prateria-cypress_52024-7.jpg
52024/8,Prateria Terracotta,Tempotest®,F+,Red,Red | Beige,,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_prateria-terracotta_52024-8.jpg
52024/9,Prateria Cadet,Tempotest®,F+,Blue,Blue,,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_prateria-cadet_52024-9.jpg
52039/7,Vimini Cypress,Tempotest®,F+,Green,Green | Beige,,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_vimini-cypress_52039-7.jpg
52040/7,Menzino Cypress,Tempotest®,F+,Green,Green | Beige,Solids,https://frankford.b-cdn.net/fabric_swatches/tempotest_pillars_menzino-cypress_52040-7.jpg
