item_number,product_name,collection_name,image_count,overall_width,overall_depth,overall_height,diameter,product_weight,seat_height,arm_height,reclined_length,retail_warranty,contract_warranty,image_1_path,image_1_url,image_2_path,image_2_url,image_3_path,image_3_url,image_4_path,image_4_url
,Hidden Motion Loveseat w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/hidden_motion_loveseat_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3209_1.jpg,,,,,,
,Left Arm Two-Seat Hidden Motion Section w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,2,,,,,,,,,,,images/leeward_mgp_cushion/left_arm_two_seat_hidden_motion_section_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/1817_1.jpg,images/leeward_mgp_cushion/left_arm_two_seat_hidden_motion_section_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/1817_2.jpg,,,,
,Left Arm Two-Seat Hidden Motion Section w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/left_arm_two_seat_hidden_motion_section_w_rustic_a/product_1.jpg,https://img.telescopecasual.com/PR/233/3215_1.jpg,,,,,,
,MGP Arm Kit for 86N0 Chaise,Leeward Supreme / Leeward MGP Cushion,3,,,,,,,,,,,images/leeward_mgp_cushion/mgp_arm_kit_for_86n0_chaise/product_1.jpg,https://img.telescopecasual.com/PR/233/3331_1.jpg,images/leeward_mgp_cushion/mgp_arm_kit_for_86n0_chaise/product_2.jpg,https://img.telescopecasual.com/PR/233/3331_2.jpg,images/leeward_mgp_cushion/mgp_arm_kit_for_86n0_chaise/product_3.jpg,https://img.telescopecasual.com/PR/233/3331_3.jpg,,
85S0,Ottoman,Leeward Supreme / Leeward MGP Cushion,4,"23""","23""","19""",,,,,,15 years,3 years,images/leeward_mgp_cushion/ottoman/product_1.jpg,https://img.telescopecasual.com/PR/233/2928_1.jpg,images/leeward_mgp_cushion/ottoman/product_2.jpg,https://img.telescopecasual.com/PR/233/2928_2.jpg,images/leeward_mgp_cushion/ottoman/product_3.jpg,https://img.telescopecasual.com/PR/233/2928_3.jpg,images/leeward_mgp_cushion/ottoman/product_4.jpg,https://img.telescopecasual.com/PR/233/2928_4.jpg
85S0,Ottoman Clip,Leeward Supreme / Leeward MGP Cushion,1,"23""","23""","19""",,,,,,15 years,3 years,images/leeward_mgp_cushion/ottoman_clip/product_1.jpg,https://img.telescopecasual.com/PR/233/3156_1.jpg,,,,,,
,Right Arm Two-Seat Hidden Motion Section w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/right_arm_two_seat_hidden_motion_section_w_rustic_/product_1.jpg,https://img.telescopecasual.com/PR/233/3213_1.jpg,,,,,,
,Stationary Arm Chair w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/stationary_arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3356_1.jpg,,,,,,
,Stationary Arm Chair w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/stationary_arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3358_1.jpg,,,,,,
86A0,Supreme Hidden Motion Arm Chair w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,4,"33""","37""","43""",,,,,,15 years,3 years,images/leeward_mgp_cushion/supreme_hidden_motion_arm_chair_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3193_1.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_arm_chair_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/3193_2.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_arm_chair_w_mgp_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/3193_3.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_arm_chair_w_mgp_arms/product_4.jpg,https://img.telescopecasual.com/PR/233/3193_4.jpg
86A0,Supreme Hidden Motion Arm Chair w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,4,"33""","37""","43""",,,,,,15 years,3 years,images/leeward_mgp_cushion/supreme_hidden_motion_arm_chair_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3217_1.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_arm_chair_w_rustic_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/3217_2.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_arm_chair_w_rustic_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/3217_3.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_arm_chair_w_rustic_arms/product_4.jpg,https://img.telescopecasual.com/PR/233/3217_4.jpg
86K0,Supreme Hidden Motion Loveseat w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,4,"56.5""","37""","43""",,88 lbs,,,"77.5""",15 years,3 years,images/leeward_mgp_cushion/supreme_hidden_motion_loveseat_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3197_1.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_loveseat_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/3197_2.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_loveseat_w_mgp_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/3197_3.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_loveseat_w_mgp_arms/product_4.jpg,https://img.telescopecasual.com/PR/233/3197_4.jpg
86K0,Supreme Hidden Motion Loveseat w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,4,"56.5""","37""","43""",,88 lbs,,,"77.5""",15 years,3 years,images/leeward_mgp_cushion/supreme_hidden_motion_loveseat_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3221_1.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_loveseat_w_rustic_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/3221_2.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_loveseat_w_rustic_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/3221_3.jpg,images/leeward_mgp_cushion/supreme_hidden_motion_loveseat_w_rustic_arms/product_4.jpg,https://img.telescopecasual.com/PR/233/3221_4.jpg
86J0,Supreme Swivel Hidden Rocker w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,4,"33""","37""","44""",,,,,,15 years,1 years,images/leeward_mgp_cushion/supreme_swivel_hidden_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3195_1.jpg,images/leeward_mgp_cushion/supreme_swivel_hidden_rocker_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/3195_2.jpg,images/leeward_mgp_cushion/supreme_swivel_hidden_rocker_w_mgp_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/3195_3.jpg,images/leeward_mgp_cushion/supreme_swivel_hidden_rocker_w_mgp_arms/product_4.jpg,https://img.telescopecasual.com/PR/233/3195_4.jpg
86J0,Supreme Swivel Hidden Rocker w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,4,"33""","37""","44""",,,,,,15 years,1 years,images/leeward_mgp_cushion/supreme_swivel_hidden_rocker_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3219_1.jpg,images/leeward_mgp_cushion/supreme_swivel_hidden_rocker_w_rustic_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/3219_2.jpg,images/leeward_mgp_cushion/supreme_swivel_hidden_rocker_w_rustic_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/3219_3.jpg,images/leeward_mgp_cushion/supreme_swivel_hidden_rocker_w_rustic_arms/product_4.jpg,https://img.telescopecasual.com/PR/233/3219_4.jpg
,Supreme Three-Seat Sofa w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,4,,,,,,,,,,,images/leeward_mgp_cushion/supreme_three_seat_sofa_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3199_1.jpg,images/leeward_mgp_cushion/supreme_three_seat_sofa_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/3199_2.jpg,images/leeward_mgp_cushion/supreme_three_seat_sofa_w_mgp_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/3199_3.jpg,images/leeward_mgp_cushion/supreme_three_seat_sofa_w_mgp_arms/product_4.jpg,https://img.telescopecasual.com/PR/233/3199_4.jpg
,Supreme Three-Seat Sofa w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,4,,,,,,,,,,,images/leeward_mgp_cushion/supreme_three_seat_sofa_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3223_1.jpg,images/leeward_mgp_cushion/supreme_three_seat_sofa_w_rustic_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/3223_2.jpg,images/leeward_mgp_cushion/supreme_three_seat_sofa_w_rustic_arms/product_3.jpg,https://img.telescopecasual.com/PR/233/3223_3.jpg,images/leeward_mgp_cushion/supreme_three_seat_sofa_w_rustic_arms/product_4.jpg,https://img.telescopecasual.com/PR/233/3223_4.jpg
86S0,Swivel Hidden Rocker w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,2,"39""","38""","45""",,73 lbs,,,,15 years,1 years,images/leeward_mgp_cushion/swivel_hidden_rocker_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/470_1.jpg,images/leeward_mgp_cushion/swivel_hidden_rocker_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/470_2.jpg,,,,
86S0,Swivel Hidden Rocker w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,1,"39""","38""","45""",,73 lbs,,,,15 years,1 years,images/leeward_mgp_cushion/swivel_hidden_rocker_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3207_1.jpg,,,,,,
86N0,Three Position Lay-flat Armless Chaise,Leeward Supreme / Leeward MGP Cushion,4,"23""","77.5""","43.5""",,56 lbs,,,"77.5""",15 years,3 years,images/leeward_mgp_cushion/three_position_lay_flat_armless_chaise/product_1.jpg,https://img.telescopecasual.com/PR/233/2930_1.jpg,images/leeward_mgp_cushion/three_position_lay_flat_armless_chaise/product_2.jpg,https://img.telescopecasual.com/PR/233/2930_2.jpg,images/leeward_mgp_cushion/three_position_lay_flat_armless_chaise/product_3.jpg,https://img.telescopecasual.com/PR/233/2930_3.jpg,images/leeward_mgp_cushion/three_position_lay_flat_armless_chaise/product_4.jpg,https://img.telescopecasual.com/PR/233/2930_4.jpg
,Three-Seat Sofa w/ MGP Arms,Leeward Supreme / Leeward MGP Cushion,2,,,,,,,,,,,images/leeward_mgp_cushion/three_seat_sofa_w_mgp_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/469_1.jpg,images/leeward_mgp_cushion/three_seat_sofa_w_mgp_arms/product_2.jpg,https://img.telescopecasual.com/PR/233/469_2.jpg,,,,
,Three-Seat Sofa w/ Rustic Arms,Leeward Supreme / Leeward MGP Cushion,1,,,,,,,,,,,images/leeward_mgp_cushion/three_seat_sofa_w_rustic_arms/product_1.jpg,https://img.telescopecasual.com/PR/233/3211_1.jpg,,,,,,
1P80,"17 1/2"" Square Side Table",MGP Dash Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_dash/17_1_2_square_side_table/product_1.jpg,https://img.telescopecasual.com/PR/233/3335_1.jpg,,,,,,
1P80,"17"" Square End Table",MGP Dash Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_dash/17_square_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/3334_1.jpg,,,,,,
1P80,"18"" Round  End Table",MGP Dash Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_dash/18_round_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/3337_1.jpg,,,,,,
1P80,"18"" Square End Table",MGP Dash Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_dash/18_square_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/3336_1.jpg,,,,,,
1P80,"21"" Square End Table",MGP Dash Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_dash/21_square_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2962_1.jpg,,,,,,
1P80,"21"" x 42"" Coffee Table",MGP Dash Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_dash/21_x_42_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2963_1.jpg,,,,,,
1P80,"23"" Round End Table",MGP Dash Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_dash/23_round_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/3338_1.jpg,,,,,,
,"24"" Square Balcony ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/24_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3565_1.jpg,,,,,,
,"24"" Square Bar ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/24_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3566_1.jpg,,,,,,
,"24"" Square Dining ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/24_square_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3564_1.jpg,,,,,,
,"24"" Square End Table Height ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/24_square_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3563_1.jpg,,,,,,
1P80,"24"" x 42"" Oval Coffee Table",MGP Dash Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_dash/24_x_42_oval_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/3340_1.jpg,,,,,,
1P80,"24"" x 48"" Rectangular Coffee Table",MGP Dash Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/mgp_top_tables_dash/24_x_48_rectangular_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2964_1.jpg,,,,,,
,"30"" Round Balcony Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/30_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3527_1.jpg,,,,,,
,"30"" Round Bar ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/30_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3532_1.jpg,,,,,,
,"30"" Round Bar Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/30_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3528_1.jpg,,,,,,
,"30"" Round Dining ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/30_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3530_1.jpg,,,,,,
,"30"" Round Dining Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/30_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3526_1.jpg,,,,,,
,"30"" Round End Table Height ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/30_round_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3529_1.jpg,,,,,,
,"36"" Square Balcony ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3030_1.jpg,,,,,,
,"36"" Square Balcony Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3058_1.jpg,,,,,,
,"36"" Square Balcony Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3026_1.jpg,,,,,,
,"36"" Square Bar ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3031_1.jpg,,,,,,
,"36"" Square Bar Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3059_1.jpg,,,,,,
,"36"" Square Bar Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3027_1.jpg,,,,,,
,"36"" Square Coffee Height Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_coffee_height_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3060_1.jpg,,,,,,
,"36"" Square Dining ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3029_1.jpg,,,,,,
,"36"" Square Dining Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3057_1.jpg,,,,,,
,"36"" Square Dining Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3025_1.jpg,,,,,,
,"36"" Square End Table Height ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_square_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3459_1.jpg,,,,,,
,"36"" x 64"" Rectangular Balcony Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_x_64_rectangular_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3048_1.jpg,,,,,,
,"36"" x 64"" Rectangular Bar Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_x_64_rectangular_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3049_1.jpg,,,,,,
,"36"" x 64"" Rectangular Coffee Height Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_x_64_rectangular_coffee_height_parson_table_w_h/product_1.jpg,https://img.telescopecasual.com/PR/233/3050_1.jpg,,,,,,
,"36"" x 64"" Rectangular Dining Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/36_x_64_rectangular_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3047_1.jpg,,,,,,
,"42"" Round Balcony ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3020_1.jpg,,,,,,
,"42"" Round Balcony Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3139_1.jpg,,,,,,
,"42"" Round Balcony Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3014_1.jpg,,,,,,
,"42"" Round Bar ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3018_1.jpg,,,,,,
,"42"" Round Bar Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3141_1.jpg,,,,,,
,"42"" Round Bar Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3015_1.jpg,,,,,,
,"42"" Round Coffee Height Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_coffee_height_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3180_1.jpg,,,,,,
,"42"" Round Dining ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3017_1.jpg,,,,,,
,"42"" Round Dining Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3140_1.jpg,,,,,,
,"42"" Round Dining Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3013_1.jpg,,,,,,
,"42"" Square Balcony ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3183_1.jpg,,,,,,
,"42"" Square Balcony Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_square_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3009_1.jpg,,,,,,
,"42"" Square Bar ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3182_1.jpg,,,,,,
,"42"" Square Bar Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_square_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3010_1.jpg,,,,,,
,"42"" Square Coffee Height Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_square_coffee_height_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3011_1.jpg,,,,,,
,"42"" Square Dining Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_square_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3008_1.jpg,,,,,,
,"42"" x 84"" Rectangular Balcony Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_x_84_rectangular_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3286_1.jpg,,,,,,
,"42"" x 84"" Rectangular Bar Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_x_84_rectangular_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3287_1.jpg,,,,,,
,"42"" x 84"" Rectangular Dining Parson Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/42_x_84_rectangular_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3285_1.jpg,,,,,,
,"48"" Round Balcony ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/48_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3043_1.jpg,,,,,,
,"48"" Round Bar ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/48_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3041_1.jpg,,,,,,
,"48"" Round Dining ""X"" Pedestal Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/48_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3040_1.jpg,,,,,,
,"48"" Round Dining Table w/ hole",MGP Dash Top Tables,1,,,,,,,,,,,images/mgp_top_tables_dash/48_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3039_1.jpg,,,,,,
,"16"" x 32"" Rectangular Tempered Glass Surround",MGP Slat Top Fire Table,1,,,,,,,,,,,images/mgp_top_fire_tables/16_x_32_rectangular_tempered_glass_surround/product_2.jpg,https://img.telescopecasual.com/PR/233/3173_2.jpg,,,,,,
,"25"" Round Tempered Glass Surround",MGP Slat Top Fire Table,2,,,,,,,,,,,images/mgp_top_fire_tables/25_round_tempered_glass_surround/product_1.jpg,https://img.telescopecasual.com/PR/233/3174_1.jpg,images/mgp_top_fire_tables/25_round_tempered_glass_surround/product_2.jpg,https://img.telescopecasual.com/PR/233/3174_2.jpg,,,,
,"36"" x 54"" Rectangular MGP Top Fire Table",MGP Slat Top Fire Table,3,,,,,,,,,,,images/mgp_top_fire_tables/36_x_54_rectangular_mgp_top_fire_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2947_1.jpg,images/mgp_top_fire_tables/36_x_54_rectangular_mgp_top_fire_table/product_2.jpg,https://img.telescopecasual.com/PR/233/2947_2.jpg,images/mgp_top_fire_tables/36_x_54_rectangular_mgp_top_fire_table/product_3.jpg,https://img.telescopecasual.com/PR/233/2947_3.jpg,,
,"54"" Round MGP Top Fire Table",MGP Slat Top Fire Table,3,,,,,,,,,,,images/mgp_top_fire_tables/54_round_mgp_top_fire_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2951_1.jpg,images/mgp_top_fire_tables/54_round_mgp_top_fire_table/product_2.jpg,https://img.telescopecasual.com/PR/233/2951_2.jpg,images/mgp_top_fire_tables/54_round_mgp_top_fire_table/product_3.jpg,https://img.telescopecasual.com/PR/233/2951_3.jpg,,
,"Balcony Height Lift Kit for 3F10,3F40,3F70,CF40&amp;CF30",MGP Slat Top Fire Table,1,,,,,,,,,,,images/mgp_top_fire_tables/balcony_height_lift_kit_for_3f10_3f40_3f70_cf40_am/product_1.jpg,https://img.telescopecasual.com/PR/233/2055_1.jpg,,,,,,
,"Bar Height Lift Kit for 3F10,3F40,3F70,CF40&amp;CF30",MGP Slat Top Fire Table,1,,,,,,,,,,,images/mgp_top_fire_tables/bar_height_lift_kit_for_3f10_3f40_3f70_cf40_amp_cf/product_1.jpg,https://img.telescopecasual.com/PR/233/2054_1.jpg,,,,,,
,"Dining Height Lift Kit for 3F10,3F40,3F70,CF40&amp;CF30",MGP Slat Top Fire Table,1,,,,,,,,,,,images/mgp_top_fire_tables/dining_height_lift_kit_for_3f10_3f40_3f70_cf40_amp/product_1.jpg,https://img.telescopecasual.com/PR/233/2053_1.jpg,,,,,,
