item_number,product_name,collection_name,image_count,overall_width,overall_depth,overall_height,diameter,product_weight,seat_height,arm_height,reclined_length,retail_warranty,contract_warranty,image_1_path,image_1_url,image_2_path,image_2_url,image_3_path,image_3_url,image_4_path,image_4_url
,"42"" x 84"" Rectangular Dining Parson Table w/ hole",Origins Solid Surface Top Tables,1,,,,,,,,,,,images/origins_table/42_x_84_rectangular_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3291_1.jpg,,,,,,
1P80,Picnic Table,Plymouth Bay Picnic Table,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/plymouth_bay/picnic_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2402_1.jpg,,,,,,
,Attachable Pillow,Reliance Contract Strap,1,,,,,,,,,,,images/reliance_contract_strap/attachable_pillow/product_1.jpg,https://img.telescopecasual.com/PR/233/2905_1.jpg,,,,,,
7R30,Four-Position Lay-flat Stacking Armless Chaise,Reliance Contract Strap,1,"27""","69""","43""",,21.25 lbs,,,"78""",15 years,5 years,images/reliance_contract_strap/four_position_lay_flat_stacking_armless_chaise/product_1.jpg,https://img.telescopecasual.com/PR/233/2247_1.jpg,,,,,,
8R60,Stacking Bistro Chair,Reliance Contract Strap,2,"21""","25.75""","34.5""",,9 lbs,,,,15 years,5 years,images/reliance_contract_strap/stacking_bistro_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/2050_1.jpg,images/reliance_contract_strap/stacking_bistro_chair/product_2.jpg,https://img.telescopecasual.com/PR/233/2050_2.jpg,,,,
,Universal Chaise Pad,Reliance Contract Strap,1,,,,,,,,,,,images/reliance_contract_strap/universal_chaise_pad/product_1.jpg,https://img.telescopecasual.com/PR/233/2906_1.jpg,,,,,,
,"16"" x 32"" Rectangular Tempered Glass Surround",Rustic Polymer Top Fire Table,2,,,,,,,,,,,images/rustic_fire_tables/16_x_32_rectangular_tempered_glass_surround/product_1.jpg,https://img.telescopecasual.com/PR/233/3167_1.jpg,images/rustic_fire_tables/16_x_32_rectangular_tempered_glass_surround/product_2.jpg,https://img.telescopecasual.com/PR/233/3167_2.jpg,,,,
,"25"" Round Tempered Glass Surround",Rustic Polymer Top Fire Table,2,,,,,,,,,,,images/rustic_fire_tables/25_round_tempered_glass_surround/product_1.jpg,https://img.telescopecasual.com/PR/233/3168_1.jpg,images/rustic_fire_tables/25_round_tempered_glass_surround/product_2.jpg,https://img.telescopecasual.com/PR/233/3168_2.jpg,,,,
,"36"" x 54"" Rectangular Rustic Top Fire Table",Rustic Polymer Top Fire Table,3,,,,,,,,,,,images/rustic_fire_tables/36_x_54_rectangular_rustic_top_fire_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2948_1.jpg,images/rustic_fire_tables/36_x_54_rectangular_rustic_top_fire_table/product_2.jpg,https://img.telescopecasual.com/PR/233/2948_2.jpg,images/rustic_fire_tables/36_x_54_rectangular_rustic_top_fire_table/product_3.jpg,https://img.telescopecasual.com/PR/233/2948_3.jpg,,
,"54"" Round Rustic Top Fire Table",Rustic Polymer Top Fire Table,4,,,,,,,,,,,images/rustic_fire_tables/54_round_rustic_top_fire_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2952_1.jpg,images/rustic_fire_tables/54_round_rustic_top_fire_table/product_2.jpg,https://img.telescopecasual.com/PR/233/2952_2.jpg,images/rustic_fire_tables/54_round_rustic_top_fire_table/product_3.jpg,https://img.telescopecasual.com/PR/233/2952_3.jpg,images/rustic_fire_tables/54_round_rustic_top_fire_table/product_4.jpg,https://img.telescopecasual.com/PR/233/2952_4.jpg
2F00,"Balcony Height Lift Kit for 3F10,3F40,3F70,CF40&amp;CF30",Rustic Polymer Top Fire Table,1,"27.25""","27.25""","17""",,8.5 lbs,,,,,,images/rustic_fire_tables/balcony_height_lift_kit_for_3f10_3f40_3f70_cf40_am/product_1.jpg,https://img.telescopecasual.com/PR/233/2915_1.jpg,,,,,,
2F00,"Bar Height Lift Kit for 3F10,3F40,3F70,CF40&amp;CF30",Rustic Polymer Top Fire Table,1,"27.25""","27.25""","17""",,8.5 lbs,,,,,,images/rustic_fire_tables/bar_height_lift_kit_for_3f10_3f40_3f70_cf40_amp_cf/product_1.jpg,https://img.telescopecasual.com/PR/233/2916_1.jpg,,,,,,
2F00,"Dining Height Lift Kit for 3F10,3F40,3F70,CF40&amp;CF30",Rustic Polymer Top Fire Table,1,"27.25""","27.25""","17""",,8.5 lbs,,,,,,images/rustic_fire_tables/dining_height_lift_kit_for_3f10_3f40_3f70_cf40_amp/product_1.jpg,https://img.telescopecasual.com/PR/233/2914_1.jpg,,,,,,
1P80,"10"" x 27"" Chaise Table",Rustic Polymer Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/rustic_polymer_top_tables/10_x_27_chaise_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2979_1.jpg,,,,,,
6M90,"17 1/2"" Square Side Table",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/17_1_2_square_side_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2980_1.jpg,,,,,,
,"18""x54"" Rectangular Balcony Parson Table w/o hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/18_x54_rectangular_balcony_parson_table_w_o_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2743_1.jpg,,,,,,
,"18""x54"" Rectangular Bar Parson Table w/o hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/18_x54_rectangular_bar_parson_table_w_o_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2744_1.jpg,,,,,,
,"18""x54"" Rectangular Dining Parson Table w/o hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/18_x54_rectangular_dining_parson_table_w_o_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2742_1.jpg,,,,,,
5000,"21"" Round End Table",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/21_round_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2677_1.jpg,,,,,,
5000,"21"" Square End Table",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/21_square_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2238_1.jpg,,,,,,
1P80,"21"" x 42"" Coffee Table",Rustic Polymer Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/rustic_polymer_top_tables/21_x_42_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2985_1.jpg,,,,,,
5000,"23"" Round End Table",Rustic Polymer Top Tables,2,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/23_round_end_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2777_1.jpg,images/rustic_polymer_top_tables/23_round_end_table/product_2.jpg,https://img.telescopecasual.com/PR/233/2777_2.jpg,,,,
5000,"24"" Square Balcony ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/24_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3557_1.jpg,,,,,,
5000,"24"" Square Bar ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/24_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3558_1.jpg,,,,,,
5000,"24"" Square Dining ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/24_square_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3556_1.jpg,,,,,,
5000,"24"" Square End Table Height ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/24_square_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3555_1.jpg,,,,,,
1P80,"24"" x 42"" Oval Coffee Table",Rustic Polymer Top Tables,2,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/rustic_polymer_top_tables/24_x_42_oval_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2776_1.jpg,images/rustic_polymer_top_tables/24_x_42_oval_coffee_table/product_2.jpg,https://img.telescopecasual.com/PR/233/2776_2.jpg,,,,
1P80,"24"" x 48"" Rectangular Coffee Table",Rustic Polymer Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/rustic_polymer_top_tables/24_x_48_rectangular_coffee_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2987_1.jpg,,,,,,
,"30"" Round Balcony ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/30_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3542_1.jpg,,,,,,
,"30"" Round Balcony Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/30_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3538_1.jpg,,,,,,
,"30"" Round Bar ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/30_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3543_1.jpg,,,,,,
,"30"" Round Bar Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/30_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3539_1.jpg,,,,,,
,"30"" Round Dining ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/30_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3541_1.jpg,,,,,,
,"30"" Round Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/30_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3537_1.jpg,,,,,,
5000,"30"" Round End Table Height ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/30_round_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3540_1.jpg,,,,,,
,"36"" Round Balcony ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3316_1.jpg,,,,,,
,"36"" Round Balcony Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3313_1.jpg,,,,,,
,"36"" Round Bar ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3317_1.jpg,,,,,,
,"36"" Round Bar Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3314_1.jpg,,,,,,
,"36"" Round Dining ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3315_1.jpg,,,,,,
,"36"" Round Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3312_1.jpg,,,,,,
5000,"36"" Round End Table Height ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_round_end_table_height_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3466_1.jpg,,,,,,
5000,"36"" Square Balcony ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2333_1.jpg,,,,,,
5000,"36"" Square Balcony Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2750_1.jpg,,,,,,
5000,"36"" Square Balcony Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2329_1.jpg,,,,,,
5000,"36"" Square Bar ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2334_1.jpg,,,,,,
5000,"36"" Square Bar Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2751_1.jpg,,,,,,
5000,"36"" Square Bar Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2330_1.jpg,,,,,,
5000,"36"" Square Coffee Height Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_coffee_height_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2752_1.jpg,,,,,,
5000,"36"" Square Dining ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2332_1.jpg,,,,,,
5000,"36"" Square Dining Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2749_1.jpg,,,,,,
5000,"36"" Square Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/36_square_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2328_1.jpg,,,,,,
,"36"" x 64"" Rectangular Balcony Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_x_64_rectangular_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2571_1.jpg,,,,,,
,"36"" x 64"" Rectangular Bar Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_x_64_rectangular_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2570_1.jpg,,,,,,
,"36"" x 64"" Rectangular Coffee Height Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_x_64_rectangular_coffee_height_parson_table_w_h/product_1.jpg,https://img.telescopecasual.com/PR/233/2913_1.jpg,,,,,,
,"36"" x 64"" Rectangular Dining Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/36_x_64_rectangular_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2569_1.jpg,,,,,,
,"42"" Round Balcony ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3074_1.jpg,,,,,,
,"42"" Round Balcony Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3142_1.jpg,,,,,,
,"42"" Round Balcony Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3068_1.jpg,,,,,,
,"42"" Round Bar ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3072_1.jpg,,,,,,
,"42"" Round Bar Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3144_1.jpg,,,,,,
,"42"" Round Bar Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3069_1.jpg,,,,,,
,"42"" Round Coffee Height Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_coffee_height_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3184_1.jpg,,,,,,
,"42"" Round Dining ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3071_1.jpg,,,,,,
,"42"" Round Dining Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3143_1.jpg,,,,,,
,"42"" Round Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3067_1.jpg,,,,,,
5000,"42"" Square Balcony ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/42_square_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3191_1.jpg,,,,,,
5000,"42"" Square Balcony Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/42_square_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3080_1.jpg,,,,,,
5000,"42"" Square Bar ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/42_square_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3190_1.jpg,,,,,,
5000,"42"" Square Bar Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/42_square_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3081_1.jpg,,,,,,
5000,"42"" Square Coffee Height Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/42_square_coffee_height_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3082_1.jpg,,,,,,
5000,"42"" Square Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/42_square_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3079_1.jpg,,,,,,
,"42"" x 120"" Rectangular Extension Dining Table",Rustic Polymer Top Tables,2,,,,,,,,,,,images/rustic_polymer_top_tables/42_x_120_rectangular_extension_dining_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2398_1.jpg,images/rustic_polymer_top_tables/42_x_120_rectangular_extension_dining_table/product_2.jpg,https://img.telescopecasual.com/PR/233/2398_2.jpg,,,,
,"42"" x 84"" Rectangular Balcony Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_x_84_rectangular_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3289_1.jpg,,,,,,
,"42"" x 84"" Rectangular Bar Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_x_84_rectangular_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3290_1.jpg,,,,,,
,"42"" x 84"" Rectangular Dining Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/42_x_84_rectangular_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/3288_1.jpg,,,,,,
,"48"" Round Balcony ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/48_round_balcony_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2576_1.jpg,,,,,,
,"48"" Round Bar ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/48_round_bar_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2577_1.jpg,,,,,,
,"48"" Round Dining ""X"" Pedestal Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/48_round_dining_x_pedestal_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2575_1.jpg,,,,,,
,"48"" Round Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/48_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2573_1.jpg,,,,,,
,"48"" x 96"" Rectangular Balcony Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/48_x_96_rectangular_balcony_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2844_1.jpg,,,,,,
,"48"" x 96"" Rectangular Bar Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/48_x_96_rectangular_bar_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2845_1.jpg,,,,,,
,"48"" x 96"" Rectangular Dining Parson Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/48_x_96_rectangular_dining_parson_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2843_1.jpg,,,,,,
,"54"" Round Balcony Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/54_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2343_1.jpg,,,,,,
,"54"" Round Bar Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/54_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2344_1.jpg,,,,,,
,"54"" Round Coffee Height Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/54_round_coffee_height_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2364_1.jpg,,,,,,
,"54"" Round Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/54_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2342_1.jpg,,,,,,
,"62"" Hexagonal Balcony Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/62_hexagonal_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2586_1.jpg,,,,,,
,"62"" Hexagonal Bar Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/62_hexagonal_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2587_1.jpg,,,,,,
,"62"" Hexagonal Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/62_hexagonal_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2585_1.jpg,,,,,,
,"64"" Round Balcony Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/64_round_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2672_1.jpg,,,,,,
,"64"" Round Bar Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/64_round_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2673_1.jpg,,,,,,
,"64"" Round Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,,,,,,,,images/rustic_polymer_top_tables/64_round_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2671_1.jpg,,,,,,
5000,"64"" Square Balcony Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/64_square_balcony_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2340_1.jpg,,,,,,
5000,"64"" Square Bar Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/64_square_bar_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2341_1.jpg,,,,,,
5000,"64"" Square Dining Table w/ hole",Rustic Polymer Top Tables,1,,,,"28.5""",,,,,15 years,3 years,images/rustic_polymer_top_tables/64_square_dining_table_w_hole/product_1.jpg,https://img.telescopecasual.com/PR/233/2339_1.jpg,,,,,,
1P80,Picnic Table,Rustic Polymer Top Tables,1,"64""","66.25""","29""",,120 lbs,,,,15 years,5 years,images/rustic_polymer_top_tables/picnic_table/product_1.jpg,https://img.telescopecasual.com/PR/233/2572_1.jpg,,,,,,
,Ottoman,Soho Sling,1,,,,,,,,,,,images/soho_sling_collection/ottoman/product_1.jpg,https://img.telescopecasual.com/PR/233/3446_1.jpg,,,,,,
9K10,Stacking Arm Chair,Soho Sling,1,"25.5""","25""","35.5""",,9 lbs,,,,15 years,5 years,images/soho_sling_collection/stacking_arm_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/3436_1.jpg,,,,,,
9K10,Stacking Supreme Arm Chair,Soho Sling,1,"25.5""","25""","35.5""",,9 lbs,,,,15 years,5 years,images/soho_sling_collection/stacking_supreme_arm_chair/product_1.jpg,https://img.telescopecasual.com/PR/233/3440_1.jpg,,,,,,
9K40,Stacking Two-Seat Loveseat,Soho Sling,1,"25""","31.25""","38""",,,,,,15 years,5 years,images/soho_sling_collection/stacking_two_seat_loveseat/product_1.jpg,https://img.telescopecasual.com/PR/233/3444_1.jpg,,,,,,
,Supreme Swivel Rocker,Soho Sling,1,,,,,,,,,,,images/soho_sling_collection/supreme_swivel_rocker/product_1.jpg,https://img.telescopecasual.com/PR/233/3442_1.jpg,,,,,,
,Swivel Rocker,Soho Sling,1,,,,,,,,,,,images/soho_sling_collection/swivel_rocker/product_1.jpg,https://img.telescopecasual.com/PR/233/3438_1.jpg,,,,,,
