name,sku,collection,category,width,depth,height,seat_height,arm_height,fabrics,finishes,frame_materials,additional_colors,description,tags,image_url,url
Hug Armless Chair,HU17-ANTHRSTOCK-0000,HUG,Seating,74cm/29,85cm/33.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2021/05/hug-04.jpg,https://america.couturejardin.com/product/hug-armless-chair/
Hug Armless Chair Greige,HU17-GREIGSTOCK-0000,HUG,Seating,74cm/29,85cm/33.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2024/06/hu17-2.jpg,https://america.couturejardin.com/product/hug-armless-chair-greige/
Hug Ottoman,HU09-ANTHRSTOCK-0000,HUG,Seating,101cm/39.7,77cm/30,40cm/16,40cm/16,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2021/05/hug-03.jpg,https://america.couturejardin.com/product/hug-ottoman/
Hug Swivel Armchair,HU11-ANTHRSTOCK-0000,HUG,Seating,87cm/34,95cm/37,66cm/26,41.5cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2022/05/HUG_CATEGORIES-Banner_01.jpg,https://america.couturejardin.com/product/hug-swivel-armchair/
Hug Ottoman Greige,HU09-GREIGSTOCK-0000,HUG,Seating,101cm/39.7,77cm/30,40cm/16,40cm/16,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2024/06/hu09-3.jpg,https://america.couturejardin.com/product/hug-ottoman-greige/
Hug Swivel Armchair Greige,HU11-GREIGSTOCK-0000,HUG,Seating,95cm/37,87cm/34,66cm/26,41.5cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2024/06/hu11-2.jpg,https://america.couturejardin.com/product/hug-swivel-armchair-greige/
Hug Left Hand Chair,HU23-ANTHRSTOCK-0000,HUG,Seating,103cm/41,85cm/33.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2021/05/hug-06.jpg,https://america.couturejardin.com/product/hug-left-hand-chair/
Hug Left Hand Chair Greige,HU23-GREIGSTOCK-0000,HUG,Seating,103cm/41,85cm/33.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2024/06/hu23-4.jpg,https://america.couturejardin.com/product/hug-left-hand-chair-greige/
Hug Right Hand Chair,HU22-ANTHRSTOCK-0000,HUG,Seating,103cm/41,85cm/33.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2021/05/hug-07.jpg,https://america.couturejardin.com/product/hug-right-hand-chair/
Hug Right Hand Chair Greige,HU22-GREIGSTOCK-0000,HUG,Seating,103cm/41,85cm/33.5,66cm/26,40cm/16,66cm/26,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2024/06/hu22-2.jpg,https://america.couturejardin.com/product/hug-right-hand-chair-greige/
Hug Canopy,HU06-ANTHRSTOCK-0000,HUG,Seating,193cm/76,88cm/35,221cm/87,,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2021/05/HU06_Canopy91933600.jpg,https://america.couturejardin.com/product/hug-canopy/
Hug Canopy Greige,HU06-GREIGSTOCK-0000,HUG,Seating,193cm/76,88cm/35,221cm/87,,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Anthracite, Seat/Back Dark grey, Table Top Ceramic-Coated Glass, Weaving Anthracite","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor maxrope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",Hug,https://america.couturejardin.com/wp-content/uploads/2024/06/hu06-2.jpg,https://america.couturejardin.com/product/hug-canopy-greige/
Loop Armchair,LP10-GREIGSTOCK-0000,LOOP,Seating,85cm/33,82cm/32.3,72cm/28.5,44cm/17.3,63cm/24.8,"UV treated, rope, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor PVC rope with rubber core; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Loop_09.jpg,https://america.couturejardin.com/product/loop-armchair/
Loop Highback Armchair,LP14-GREIGSTOCK-0000,LOOP,Seating,82cm/32,81cm/32.3,108cm/42.5,43cm/17,63cm/24.8,"UV treated, acrylic fabric, COUTUREtex, waterproof, rope","Cushion Cast Silver, Frame Greige, Top Ceramic-coated glass, Top Ceramic-coated glass 2, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | UV treated outdoor PVC rope with rubber core",,https://america.couturejardin.com/wp-content/uploads/2021/05/Loop-HIGHBACK-ARMCHAIR.jpg,https://america.couturejardin.com/product/loop-highback-armchair/
Loop Sofa,LP30-GREIGSTOCK-0000,LOOP,Seating,191cm/75,84cm/33,72cm/28.5,44cm/17.3,63cm/24.8,"rope, UV treated, Sunbrella","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating frame | The tables have a tempered Ceramic-coated glass top or Europe HPL; | UV treated outdoor PVC rope with rubber core; | Durable outdoor Sunbrella fabric,,https://america.couturejardin.com/wp-content/uploads/2021/05/Loop_01.jpg,https://america.couturejardin.com/product/loop-sofa/
Hug Hanging Chair,HU19-ANTHRSTOCK-0000,HUG,Seating,95cm/37.4,78cm/30.7,150cm/59,,,"foam, UV treated, rope, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated outdoor PVC rope with rubber core; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2025/01/hu19-ant.jpg,https://america.couturejardin.com/product/hug-hanging-chair/
Loop Hanging Chair,LP19-GREIGSTOCK-0000,LOOP,Seating,83cm/33,79cm/31,143cm/56.5,,,"UV treated, acrylic fabric, COUTUREtex, waterproof, rope","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | UV treated outdoor PVC rope with rubber core",,https://america.couturejardin.com/wp-content/uploads/2021/05/12041551.jpg,https://america.couturejardin.com/product/loop-hanging-chair/
Hug Hanging Chair Greige,HU19-GREIGSTOCK-0000,HUG,Seating,95cm/37.4,78cm/30.7,150cm/59,,,"foam, UV treated, rope, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated outdoor PVC rope with rubber core; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/hu19-grei-1.jpg,https://america.couturejardin.com/product/hug-hanging-chair-greige/
Loop Swivel Armchair,LP11-GREIGSTOCK-0000,LOOP,Seating,85cm/33,82cm/32.3,72cm/28.5,45cm/17.7,63cm/24.8,"UV treated, acrylic fabric, COUTUREtex, waterproof, rope","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated | UV treated outdoor PVC rope with rubber core",,https://america.couturejardin.com/wp-content/uploads/2022/05/Loop_CATEGORIES-Banner_01.jpg,https://america.couturejardin.com/product/loop-swivel-armchair/
Loop Ottoman,LP08-GREIGSTOCK-0000,LOOP,Seating,66cm/26,50cm/20,43cm/17,,,"UV treated, rope, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | UV treated outdoor PVC rope with rubber core; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/172057.jpg,https://america.couturejardin.com/product/loop-ottoman/
Loop Hanging Chair Stand,LP01-GREIGSTOCK-0000,LOOP,Seating,,,210cm/83,,,,"Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating frame,,https://america.couturejardin.com/wp-content/uploads/2021/05/12041620.jpg,https://america.couturejardin.com/product/loop-hanging-chair-stand/
Hug Hanging Chair Stand,HU01-ANTHRSTOCK-0000,HUG,Seating,,,208cm/82,,,,"Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating frame,,https://america.couturejardin.com/wp-content/uploads/2024/06/hug-hanging-chair-stand-sku-hu01-b.jpg,https://america.couturejardin.com/product/hug-hanging-chair-stand/
Hug Hanging Chair Stand 2,HU01-GREIGSTOCK-0000,HUG,Seating,,,208cm/82,,,,"Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating frame,,https://america.couturejardin.com/wp-content/uploads/2024/06/hug-hanging-chair-stand-sku-hu01-w.jpg,https://america.couturejardin.com/product/hug-hanging-chair-stand-2/
Polo Armchair Anthracite,PO102ANTHRSTOCK-0000,POLO,Seating,68cm/27,79cm/31,79cm/31,40cm/16,58cm/23,,"Cushion HPL: Creek, Cushion Light grey, Frame Anthracite, Frame White, Seat/Back Dark grey, Seat/Back Light grey, Table Top Ceramic-Coated Glass","welded, aluminium, powder coating",,Contract-grade welded aluminium frame | Tiger brand powder coating frame | Faux wood,,https://america.couturejardin.com/wp-content/uploads/2021/05/Polo_35.jpg,https://america.couturejardin.com/product/polo-armchair-anthracite/
Polo Armchair White,PO102WHITESTOCK-0000,POLO,Seating,68cm/27,79cm/31,79cm/31,40cm/16,58cm/23,,"Cushion HPL: Creek, Cushion Light grey, Frame Anthracite, Frame White, Seat/Back Dark grey, Seat/Back Light grey, Table Top Ceramic-Coated Glass","welded, aluminium, powder coating",,Contract-grade welded aluminium frame | Tiger brand powder coating frame | Faux wood,,https://america.couturejardin.com/wp-content/uploads/2024/06/po10-w.jpg,https://america.couturejardin.com/product/polo-armchair-white/
Polo Rocking Chair,PO112ANTHRSTOCK-0000,POLO,Seating,62cm/24,95cm/37,92cm/36,45cm/18,64cm/25,,"Cushion HPL: Creek, Cushion Light grey, Frame Anthracite, Frame White, Seat/Back Dark grey, Seat/Back Light grey, Table Top Ceramic-Coated Glass","welded, aluminium, powder coating",,Contract-grade welded aluminium frame | Tiger brand powder coating frame | Faux wood,,https://america.couturejardin.com/wp-content/uploads/2021/05/Polo_33.jpg,https://america.couturejardin.com/product/polo-rocking-chair/
Polo Rocking Chair White,PO112WHITESTOCK-0000,POLO,Seating,62cm/24,95cm/37,92cm/36,45cm/18,64cm/25,,"Cushion HPL: Creek, Cushion Light grey, Frame Anthracite, Frame White, Seat/Back Dark grey, Seat/Back Light grey, Table Top Ceramic-Coated Glass","welded, aluminium, powder coating",,Contract-grade welded aluminium frame | Tiger brand powder coating frame | Faux wood,,https://america.couturejardin.com/wp-content/uploads/2024/06/polo-32-1.jpg,https://america.couturejardin.com/product/polo-rocking-chair-white/
Polo Sofa Cushion,POCS-LIGHTGREY0-0000,POLO,Seating,53cm/21,53cm/21,,,,"rope, foam, UV treated, acrylic fabric, COUTUREtex, waterproof","Cushion HPL: Creek, Cushion Light grey, Frame Anthracite, Frame White, Seat/Back Dark grey, Seat/Back Light grey, Table Top Ceramic-Coated Glass","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | High class Europe made HPL | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Polo_02.jpg,https://america.couturejardin.com/product/polo-sofa-cushion/
Welcome 2 Seater Sofa Teak,WE20-TEAKSTOCK0-0000,WELCOME,Seating,164cm/65,82cm/32,70cm/28,45cm/18,70cm/28,"foam, UV treated, outdoor fabric, COUTUREtex, waterproof","Canvas Granite, Edden 7710-50567, Frame Light grey, Teak Look, Top Ceramic Coated 2, White Alum","Teak, TEAK, welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable acrylic outdoor fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/we20-1.jpg,https://america.couturejardin.com/product/welcome-2-seater-sofa-teak/
Welcome 2 Seater Sofa,WE20-GREYSTOCK0-0000,WELCOME,Seating,164cm/65,82cm/32,84cm/33,40cm/16,70cm/28,"foam, UV treated, outdoor fabric, COUTUREtex, waterproof","Canvas Granite, Edden 7710-50567, Frame Light grey, Teak Look, Top Ceramic Coated 2, White Alum","welded, aluminum, powder coating, Teak",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable acrylic outdoor fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/we02.jpg,https://america.couturejardin.com/product/welcome-2-seater-sofa/
Welcome Armchair,WE10-GREYSTOCK0-0000,WELCOME,Seating,94cm/36,82cm/32,84cm/33,40cm/16,70cm/28,"foam, UV treated, outdoor fabric, COUTUREtex, waterproof","Canvas Granite, Edden 7710-50567, Frame Light grey, Teak Look, Top Ceramic Coated 2, White Alum","welded, aluminum, powder coating, Teak",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable acrylic outdoor fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/we10.jpg,https://america.couturejardin.com/product/welcome-armchair/
Welcome Armchair Teak,WE10-TEAKSTOCK0-0000,WELCOME,Seating,94cm/36,82cm/32,70cm/28,45cm/18,70cm/28,"foam, UV treated, outdoor fabric, COUTUREtex, waterproof","Canvas Granite, Edden 7710-50567, Frame Light grey, Teak Look, Top Ceramic Coated 2, White Alum","Teak, TEAK, welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable acrylic outdoor fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/we10-1.jpg,https://america.couturejardin.com/product/welcome-armchair-teak/
Welcome Chaise Lounge Sofa,WE30-GREYSTOCK0-0000,WELCOME,Seating,234cm/92,82cm/32,84cm/33,40cm/16,70cm/28,"foam, UV treated, outdoor fabric, COUTUREtex, waterproof",,"welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable acrylic outdoor fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/we30.jpg,https://america.couturejardin.com/product/welcome-chaise-lounge-sofa/
Welcome Chaise Lounge Sofa Teak,WE30-TEAKSTOCK0-0000,WELCOME,Seating,234cm/92,82cm/32,70cm/28,45cm/18,70cm/28,"foam, UV treated, outdoor fabric, COUTUREtex, waterproof","Canvas Granite, Edden 7710-50567, Frame Light grey, Teak Look, Top Ceramic Coated 2, White Alum","Teak, TEAK, welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable acrylic outdoor fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/welcome-05-1.jpg,https://america.couturejardin.com/product/welcome-chaise-lounge-sofa-teak/
Welcome Corner Cushion,WECC-GREYSTOCK1-0000,WELCOME,Seating,50cm/20,40cm/16,10cm/4,,,"foam, UV treated, outdoor fabric, COUTUREtex, waterproof","Canvas Granite, Edden 7710-50567, Frame Light grey, Teak Look, Top Ceramic Coated 2, White Alum",Teak,,"High density foam | UV treated durable acrylic outdoor fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Welcome_01.jpg,https://america.couturejardin.com/product/welcome-corner-cushion/
Welcome Ottoman,WE09-GREYSTOCK0-0000,WELCOME,Seating,70cm/28,70cm/28,42cm/16.5,,,"foam, UV treated, outdoor fabric, COUTUREtex, waterproof","Canvas Granite, Edden 7710-50567, Frame Light grey, Teak Look, Top Ceramic Coated 2, White Alum","welded, aluminum, powder coating, Teak",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable acrylic outdoor fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/we09-g.jpg,https://america.couturejardin.com/product/welcome-ottoman/
Welcome Ottoman Teak,WE09-TEAKSTOCK0-0000,WELCOME,Seating,70cm/28,70cm/28,45cm/17.7,,,"foam, UV treated, outdoor fabric, COUTUREtex, waterproof","Canvas Granite, Edden 7710-50567, Frame Light grey, Teak Look, Top Ceramic Coated 2, White Alum","Teak, TEAK, welded, aluminum, powder coating",,"Contract-grade welded aluminum frame | Tiger brand powder coating frame | High density foam | UV treated durable acrylic outdoor fabric, COUTUREtex, waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2024/06/we09-1.jpg,https://america.couturejardin.com/product/welcome-ottoman-teak/
Enjoy Dining Table,EN42-BRONZESTOC-0000,ENJOY,Dining,90cm/35,180cm/71,75cm/29.5,,,,"Frame Greige, Weaving Greige","welded, aluminum, powder coating",,Contract-grade welded aluminum frame; | Tiger brand powder coating; | HPL Table Top,enjoy,https://america.couturejardin.com/wp-content/uploads/2025/06/en42-873x675px.jpg,https://america.couturejardin.com/product/enjoy-dining-table/
Scoop Dining Chair,SC152GREIGSTOCK-0000,SCOOP,Dining,60cm/23.6,57cm/22.4,80cm/31.5,50cm/19.7,,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",Scoop,https://america.couturejardin.com/wp-content/uploads/2025/06/sc15-873x675px.jpg,https://america.couturejardin.com/product/scoop-dining-chair/
Scoop Dining Table,SC42-GREIGSTOCK-0000,SCOOP,Dining,90cm/35,180cm/71,75cm/29.5,,,,"Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,Contract-grade welded aluminum frame; | Tiger brand powder coating; | HPL table top,Scoop,https://america.couturejardin.com/wp-content/uploads/2025/06/sc42-873x675px.jpg,https://america.couturejardin.com/product/scoop-dining-table/
Enjoy Dining Chair Box Of 2,EN152-BRONZESTOC-0000,ENJOY,Dining,63cm/24.8,65cm/25.6,80cm/31.5,50cm/19.7,63cm/24.8,"UV treated, rope, foam, acrylic fabric, COUTUREtex, waterproof","Frame Greige, Weaving Greige","welded, aluminum, powder coating",,"Contract-grade welded aluminum frame; | Tiger brand powder coating; | UV treated outdoor rope; | High density foam; | UV treated durable outdoor acrylic fabric COUTUREtex, waterproof treat",enjoy,https://america.couturejardin.com/wp-content/uploads/2025/06/en15-873x675px.jpg,https://america.couturejardin.com/product/enjoy-dining-chair-box-of-2/
Club Dining Chair,CL156GREYSTOCK0-0000,CLUB,Dining,56cm/22,62cm/24,86cm/34,48cm/19,,"UV treated, foam, acrylic fabric, COUTUREtex, waterproof","Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,"Contract-grade welded aluminium frame | Tiger brand powder coating frame | UV treated outdoor cord | High density foam | UV treated durable outdoor acrylic fabric COUTUREtex,waterproof treated",,https://america.couturejardin.com/wp-content/uploads/2021/05/Club_14.jpg,https://america.couturejardin.com/product/club-dining-chair/
Yes Round Dining Table,YE46-ANTHRSTOCK-0HPL,YES,Dining,,,75cm/29.5,,,,"Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating | HPL tabletops,yes,https://america.couturejardin.com/wp-content/uploads/2023/06/yes-categories-banner-02-1.jpg,https://america.couturejardin.com/product/yes-round-dining-table/
Yes Round Dining Table White,YE46-WHITESTOCK-0HPL,YES,Dining,,,75cm/29.5,,,,"Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating | HPL tabletops,yes,https://america.couturejardin.com/wp-content/uploads/2024/06/ye46-1.jpg,https://america.couturejardin.com/product/yes-round-dining-table-white/
Yes Round Dining Table Oak,YE46-OAK00STOCK-0HPL,YES,Dining,,,75cm/29.5,,,,"Cover Greige, Cover Light grey, Cushion Cast Silver, Frame Light grey","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating | HPL tabletops,yes,https://america.couturejardin.com/wp-content/uploads/2025/02/yes-oak.jpg,https://america.couturejardin.com/product/yes-round-dining-table-oak/
Club Rectangular Dining Table,CL48-GREYCERAM0-0000,CLUB,Dining,100cm/39,200cm/79,,,,,"Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,Contract-grade welded aluminium frame | Tiger brand powder coating frame | The tables have a tempered Ceramic-coated glass top,,https://america.couturejardin.com/wp-content/uploads/2021/05/Club_06.jpg,https://america.couturejardin.com/product/club-rectangular-dining-table/
Club Round Dining Table,CL46-GREYCERAM0-0000,CLUB,Dining,,,,,,,"Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,Contract-grade welded aluminium frame | Tiger brand powder coating frame | The tables have a tempered Ceramic-coated glass top,,https://america.couturejardin.com/wp-content/uploads/2021/05/Club_07.jpg,https://america.couturejardin.com/product/club-round-dining-table/
Club Square Dining Table,CL44-GREYCERAM0-0000,CLUB,Dining,100cm/39,100cm/39,,,,,"Cushion Light grey, Frame Light grey, Top Ceramic-coated glass, Weaving Light grey","welded, aluminium, powder coating",,Contract-grade welded aluminium frame | Tiger brand powder coating frame | The tables have a tempered Ceramic-coated glass top,,https://america.couturejardin.com/wp-content/uploads/2021/05/Club_08.jpg,https://america.couturejardin.com/product/club-square-dining-table/
Together Extension Dining Table Greige,TO47-GREIGSTOCK-0000,TOGETHER,Dining,96cm/37.8,,76cm/30,,,,"Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating frame | Tempered Ceramic-coated glass top,,https://america.couturejardin.com/wp-content/uploads/2024/07/to47-g-1.jpg,https://america.couturejardin.com/product/together-extension-dining-table-greige/
Together Extension Dining Table Light Grey,TO47-GREYSTOCK0-0000,TOGETHER,Dining,96cm/38,300cm/118,77cm/30,,,,"Cover Greige, Cushion Cast Silver, Top Ceramic-coated glass 1, Top Ceramic-coated glass 2","welded, aluminum, powder coating",,Contract-grade welded aluminum frame | Tiger brand powder coating frame | Easy mechanism | Tempered Ceramic-coated glass top,,https://america.couturejardin.com/wp-content/uploads/2025/02/to47-light-grey.jpg,https://america.couturejardin.com/product/together-extension-dining-table-light-grey/
