Product Name,SKU,Collection,Material Type,Category,Dimensions,Seat Size,Deck Height,Cushion Info,Description,Features,Tags,Brand,Product URL,Image URL,Additional Images
Bainbridge Square Ottoman,NC275O-SQ,Bainbridge,Woven,Ottomans,25” x 25” x 13” ht,,13” Cush270/271O-SQ: 1 pc. cushion,Cush270/271O-SQ: 1 pc,"The Bainbridge Wicker Square Ottoman is the perfect addition to your Bainbridge patio set as a footrest or extra seat. Put your feet up and relax. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This square wicker ottoman includes a fade- and mildew-resistant Sunbrella® cushion.","Heavy duty rust proof powder coated aluminum frames | 6″ thick Outdoor cushions with Sunbrella fabrics included | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Easy to maintain; Cleans with soap and water | High-back seating for extra comfort | Frame: 25″ D x 25″ W x 13″ H | Seat: 25″ D x 25″ W x 13″ H | 6″ Cushion Thickness",Ottomans,NorthCape,https://www.northcape.com/product/bainbridge-square-ottoman/,https://www.northcape.com/wp-content/uploads/2017/11/nc275o.jpg,
Cabo Rectangle Ottoman,NC270O-REC,Cabo,Woven,Ottomans,29.5” x 20” x 16.5” ht,24” x 20”,13” Cush270/271O-REC: 1 pc. cushion,Cush270/271O-REC: 1 pc,"Rectangle ottoman with the incredibly modern and deep seated Cabo Wicker Collection. The UV-protected, wicker offers a flat woven design, creating a contemporary look with clean lines. This piece includes fade- and mildew-resistant Sunbrella® cushions, available in a wide selection of colors.","Flat woven design – Wicker/Rattan | Heavy duty rust proof powder coated aluminum frames | High density polyethylene (HDPE) all weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Easy to maintain; Cleans with soap and water | 6″ thick Outdoor cushions with Sunbrella fabrics included | Cushion SKU: CUSH270/271 | Seat Size: 24” x 20”, Deck Ht: 13”",Ottomans,NorthCape,https://www.northcape.com/product/cabo-rectangle-ottoman/,https://www.northcape.com/wp-content/uploads/2017/12/cabo_rectangleottoman.jpg,
Cabo Square Ottoman,NC270O-SQ,Cabo,Woven,Ottomans,25” x 25” x 13” ht,25” x 25”,13” Cush270/271O-SQ: 1 pc. cushion,Cush270/271O-SQ: 1 pc,"Outdoor square ottoman with the incredibly modern and deep seated Cabo Wicker Collection. The UV-protected, wicker offers a flat woven design, creating a contemporary look with clean lines. This piece includes fade- and mildew-resistant Sunbrella® cushions, available in a wide selection of colors.","Flat woven design – Wicker/Rattan | Heavy duty rust proof powder coated aluminum frames | High density polyethylene (HDPE) all weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight | Ultra stain, water, UV, crack and split resistant | Mold, mildew and fade resistant | Easy to maintain; Cleans with soap and water | 6″ thick Outdoor cushions with Sunbrella fabrics included | Cushion SKU: CUSH270/271 | Seat Size: 25” x 25”, Deck Ht: 13”",Ottomans,NorthCape,https://www.northcape.com/product/cabo-square-ottoman/,https://www.northcape.com/wp-content/uploads/2017/12/cabo_ottoman.jpg,
Edgewater Rectangular Ottoman,NC6518O-REC,Edgewater,Woven,Ottomans,31” x 20” x 18” ht,22” x 20”,12.5” CUSH600O-REC: 1 pc. cushion,CUSH600O-REC: 1 pc,"The pieces in the Edgewater Collection are specially-sized to fit well in smaller spaces, allowing more seating room for your guests. This set features a 14mm resin finish with a half round design that combines with a rich, multi-toned finish on the frame and legs. The rich brown wicker is made from High-Density Polyethylene..","HDPE All Weather Resin Wicker | UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance. | Rustic Finish – Husk | Plush cushions with 2 small back buttons that can be unzipped in Sunbrella® fabric. | CUSH600O-REC: 1 pc. cushion | Seat Size: 22” x 20”, Deck ht: 12.5”",Ottomans,NorthCape,https://www.northcape.com/product/edgewater-rectangular-ottoman/,https://www.northcape.com/wp-content/uploads/2023/01/NC6518O-REC.jpg,
Grand Stafford Rectangular Ottoman,NC4331O-REC,Grand Stafford,Woven,Ottomans,31.5” X 22” X 16”ht,24” X 22”,12” Cush4313O-REC: 1 pc. cushion,Cush4313O-REC: 1 pc,"The Grand Stafford Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance. | High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.. | High-back design with plush headrest-style cushion provide the ultimate in comfort | Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.",Ottomans,NorthCape,https://www.northcape.com/product/grand-stafford-rectangular-ottoman/,https://www.northcape.com/wp-content/uploads/2019/02/nc4331ot-r.jpg,
Hixon Ottoman,NC6300O-TAN,Hixon,Mixed Media,Ottomans,28” x 20” x 14.5” ht,23.5” x 20” Cush270/271-O: 1 pc. cushion,,Cush270/271-O: 1 pc,Modern Style with Unmatched Versatility. A mixture of Tangent PolyTuf™ Lumber and a powered coated aluminum frame makes this the perfect combination for a modern look with an elegant style. Take home this outdoor ottoman today!,"Tangent PolyTuf™ Arms | 100% Post Consumer Recycled HDPE Resin | Impenetrable surface: no water absorption so mold, mildew and bugs cannot penetrate the surface. | Resistant to UV and harsh weather climates. | Easy to clean, using soap and warm to hot water. | No splintering, cracking or warping as one would find with wood. | Greater impact resistance than wood. | Resistant to most chemical exposures. | Frame Material: Metal | Cushions Included: Yes | Adult Assembly Required: Yes | Weight Capacity: 200 lbs. | Natural Wood Grain Color Variation (No item has the same grain color, finish, or wood knots due to natural factors.) | Cush270/271-O | Size: 28W x 20L x 14.5H | Seat Size: 23.5W x 20L | Deck Height: 10.75″ | Cushion Thickness: 4″ – No Ties with Zipper | Zipper Cushion Closure",Ottomans,NorthCape,https://www.northcape.com/product/hixon-ottoman-polytuf/,https://www.northcape.com/wp-content/uploads/2022/01/ottoman-darkgrey-2.jpg,
Laguna Teak Ottoman,NC2015O,Laguna,Teak,Ottomans,22” x 22” x 12.25”ht,,,Cushion: Cush2015O,"The Laguna Ottoman is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, providing the perfect foot rest.","Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Because the wood is reclaimed, it has already been aged and dried so there is no need for an additional step to control moisture. | Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers. | Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. | Our Plantation Teak products ae plantation-grown and harvested from mature trees that are 50-60 years old. | This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested. | Grade B Teak. | You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish. | Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper.",Ottomans,NorthCape,https://www.northcape.com/product/laguna-ottoman/,https://www.northcape.com/wp-content/uploads/2022/01/laguna-ottoman-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/laguna-ottoman-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-ottoman-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-ottoman-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-ottoman-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-ottoman-6.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-ottoman-7.jpg | https://www.northcape.com/wp-content/uploads/2022/01/laguna-ottoman-2dim.jpg
Lakeside Rectangular Ottoman,NC4302O-REC,Lakeside,Woven,Ottomans,29.5” x 20” x 16.5” ht,24” x 20”,13” Cush270/271O-REC: 1 pc. cushion,Cush270/271O-REC: 1 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 24” x 20”, Deck Ht: 13”",Ottomans,NorthCape,https://www.northcape.com/product/lakeside-rectangular-ottoman/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-otr-aspen.jpg,
Lakeside Square Ottoman,NC4302O-SQ,Lakeside,Woven,Ottomans,25” x 25” x 13” ht,25” x 25”,13” Cush270/271O-SQ: 1 pc. cushion,Cush270/271O-SQ: 1 pc,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","HDPE All Weather Resin Wicker | Hand-woven Wicker over Aluminum Frame | Sunbrella Fabrics | Frame Color: Aspen or Husk | Cush270/271-3S: 6 pc. cushion, 6” th. | Seat Size: 25” x 25”, Deck Ht: 13”",Ottomans,NorthCape,https://www.northcape.com/product/lakeside-square-ottoman/,https://www.northcape.com/wp-content/uploads/2017/11/lakeside-ot-aspen.jpg,
Seaside Teak Ottoman,NC2170O-REC,Seaside,Teak,Ottomans,24.25” x 23” x 17.75” ht,,,Cushion: Cush270/271-O,"Patio Dining Ottoman with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Plush bull nose cushions in the Sunbrella fabric provide unmatched fade, moisture and mildew resistance | Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested. | You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s golden finish. | Frame Material: Teak | Cushions Included: Yes | Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only. | Assembly Required: Yes | Seat Cushion Thickness 6” | Weight Capacity: 270 lbs.",Ottomans,NorthCape,https://www.northcape.com/product/seaside-teak-ottoman/,https://www.northcape.com/wp-content/uploads/2022/01/ottoman-2-1.jpg,https://www.northcape.com/wp-content/uploads/2022/01/ottoman-1-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/ottoman-3-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/ottoman-4-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/ottoman-5-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/ottoman-6-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/ottoman-7.jpg
Sorrento Rectangle Ottoman,NC5223O-REC,Sorrento,Woven,Ottomans,30” x 20” x 16” ht,,12” Cush600O-REC: 1 pc. cushion,Cush600O-REC: 1 pc,,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.",Ottomans,NorthCape,https://www.northcape.com/product/sorrento-rectangle-ottoman/,https://www.northcape.com/wp-content/uploads/2021/02/captiva-ottoman-wcsh-9096-alu-aub-ptn-sts-13f-ptn-sts-6c-ptn-ctv-3r-ptn-ctv-7s-002-1000.jpg,
Tuscino Square Ottoman,NC2001O-SQ,Tuscino,Poly Lumber,Ottomans,30” x 30” x 18” ht,,,,Features:,"Removeable premium outdoor fabric cover | Dacron wrapped foam padding secured to a 100% recycled poly lumber frame | Supportive, comfortable suspension system | Built to withstand the elements | Fun, stylish, modular, comfortable, durable",Ottomans,NorthCape,https://www.northcape.com/product/tuscino-square-ottoman/,https://www.northcape.com/wp-content/uploads/2022/11/NC2001O-Spectrum-Indigo-2.jpg,
Universal Cube Ottoman,NC415O-SQ,Universal,Woven,Ottomans,20” x 20” x 20” ht,,,CUSH415O-SQ: 1 pc,The Universal Cube Ottoman is the perfect addition to your patio setting without sacrificing additional space. Also included is a cushion covered in fade- and mildew-resistant Sunbrella fabric.,"High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.",Ottomans,NorthCape,https://www.northcape.com/product/universal-cube-ottoman/,https://www.northcape.com/wp-content/uploads/2022/01/Universal_Cube_Ottoman.jpg,
Capri Chaise Lounge,NC6100SACL-A,Aluminum Sling,Aluminum Sling,Chaise Lounges,26” x 74” x 22” ht,,13.5”,,"Part of the Aluminum Sling Collection that is super comfortable seating pieces feature a graceful waterfall design. This collection features a durable, rust-proof aluminum frame with a UV-resistant powder coated finish and deluxe weather-resistant sling material that drains well and is easy to clean. Tables feature sturdy tempered glass. Available in multiple finishes and fabrics!","Heavy Gauge Tubular Aluminum Frame | Textilene Sling Seating | Your Choice of Fabrics and Finish Combinations | Transitional Style | Quick Drying | Seat: 40” x 19”, Deck Ht: 13.5” | Stackable",Chaise Lounges,NorthCape,https://www.northcape.com/product/capri-chaise-lounge/,https://www.northcape.com/wp-content/uploads/2017/11/nc6100sacl-a.jpg,
Rio Chaise Lounge,NC6870-SACL,Aluminum Sling,Aluminum Sling,Chaise Lounges,84“ x 29.3” x 41.7“ ht. Extended Size: 70” x 29.3” x 41.7” ht,,,,This sling Chaise Lounge offers clean lines with mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.,"Thick-gauged, powder-coated aluminum frame in a trend-forward sterling gray finish offers long lasting durability and rust resistance | Quick-dry, durable outdoor upholstery material provides longevity and a comfortable seat | Perfect for practically any setting and looks particularly nice in modern and minimalist environments | Weight Capacity: 250 lb. | Assembly Required: Yes | Reclining: Yes | Stacking: Yes | Arms: 22″H | Fully reclined length – Head to Toe: 84″ | Seat Height – Floor to Seat: 15″ | Seat Back Height: 15″",Chaise Lounges,NorthCape,https://www.northcape.com/product/rio-chaise-lounge/,https://www.northcape.com/wp-content/uploads/2017/12/nc6870sacl-2.jpg,
Universal Chaise Lounge,NC415SACL,Universal,Woven,Chaise Lounges,78″ x 26.3″ x 13.4″/38.2″ ht,,,"Cush415/416-SACL: 1 pc cushion, 3″ thick","The Universal Single Adjustable Chaise Lounge is perfect for relaxing out on the patio, whether you just stepped out of the pool or just want to bask in the sun. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This lounge includes fade- and mildew-resistant Sunbrella® cushions.","High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning. | Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers. | Full-sized design provides deep, comfortable seating. Compare dimensions to lesser brands to see the difference!",Chaise Lounges,NorthCape,https://www.northcape.com/product/universal-chaise-lounge/,https://www.northcape.com/wp-content/uploads/2017/12/universal-chaise-willow.jpg,
Balboa Single Adjustable Chaise with Arms,NC2030-SACL-A,Universal Teak,Teak,Chaise Lounges,77.125” x 28.125” x 13”ht,,,"Cushion: CUSH2030/2031SACL-A, 1 pc",This teak Patio Chaise Lounge is a naturally weather-resistant hardwood which may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"You may choose to allow your teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for teak twice a year to preserve the natural wood/teak’s rustic finish | Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. | Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program | Base Material: Teak | Top Color: Light Yellow | Base Color: Light Yellow | Assembly Required: Yes | Top Material: Teak | Top Material Details: Plantation-grown teak",Chaise Lounges,NorthCape,https://www.northcape.com/product/balboa-single-adjustable-chaise-with-arms/,https://www.northcape.com/wp-content/uploads/2017/12/nc2030sacl-a-scaled.jpg,
Balboa Single Adjustable Chaise without Arms,NC2030-SACL,Universal Teak,Teak,Chaise Lounges,77.125” x 28.125” x 13”ht,,,"Cushion: CUSH2030/2031SACL, 1 pc",This teak Patio Chaise Lounge is a naturally weather-resistant hardwood which may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"You may choose to allow your teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for teak twice a year to preserve the natural wood/teak’s rustic finish | Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. | Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program | Base Material: Teak | Top Color: Light Yellow | Base Color: Light Yellow | Assembly Required: Yes | Top Material: Teak | Top Material Details: Plantation-grown teak",Chaise Lounges,NorthCape,https://www.northcape.com/product/balboa-single-adjustable-chaise-without-arms/,https://www.northcape.com/wp-content/uploads/2021/02/nc2030sacl-1000.jpg,
42” Woven Fire Table Round,NC5314R-42,Fire Tables,Fire Tables,Fire Tables,42” dia x 25” ht,,,,,"42″ Woven Round Fire Table with Glass Top, Burner & Fire Glass | Adjustable Flame Height | Match light igniter for added safety | Easy-access on/off valve | Safe to use on a deck/patio | Do not use fire tables to cook any food items | Propane container or Natural Gas line. | 45,000 BTU | Safe to use on a deck/patio. | Do not use fire tables to cook any food items. | Stone-effect finish. | Weighs up to 80% less than traditional stone. | Easy to handle; less risk of injury when lifting. | Burner made in the USA | Clean regularly with a soft brush and warm water. | If heavily soiled, add a little mild dishwashing soap to warm water, clean, and rinse thoroughly. | Do not cover with unvented plastic or canvas covers. | Do not use strong chemical cleaning agents, abrasives or solvents. | Quickly clean up spills with a damp sponge or cloth.",Fire Tables,NorthCape,https://www.northcape.com/product/42-woven-fire-table-round/,https://www.northcape.com/wp-content/uploads/2018/12/round-woven-ft-std.jpg,
42″ Cal Sil Fire Table Round,NC5319R-42-CAL,Fire Tables,Fire Tables,Fire Tables,42”dia. x 25” ht,,,,,"42″ Round Fire Table includes burner, windscreen, fire glass and 16″ lid. | Natural Gas or Propane | 45,000 BTU | Adjustable Flame Height. | Match light igniter for added safety. | Easy-access on/off valve. | Diameter of the bowl 19.5″ inside the bowl where the fire glass is 16″ | Height of the glass is 8.25″ | Material is a 5 layer composite system comprising high- performance bonding agents, natural mineral granules, and a hard wearing topcoat with UV inhibitors. | Stone-effect finish. | Weighs up to 80% less than traditional stone. | Easy to handle; less risk of injury when lifting. | High tensile strength. | Safe to use on a deck/patio. | Do not use fire tables to cook any food items. | Burner made in the USA | Clean regularly with a soft brush and warm water. If heavily soiled, add a little mild dishwashing soap to warm water, clean, and rinse thoroughly. | Do not cover with unvented plastic or canvas covers. | Do not use strong chemical cleaning agents, abrasives or solvents. | Quickly clean up spills with a damp sponge or cloth.",Fire Tables,NorthCape,https://www.northcape.com/product/42-cal-sil-fire-table-round/,https://www.northcape.com/wp-content/uploads/2018/12/round-cal-sil-ft.jpg,
48” x 32” Cal Sil Fire Table Rectangle,NC5319RCT-48-CAL,Fire Tables,Fire Tables,Fire Tables,48” x 32” x 25” ht,,,,,"48″ Rectangle Fire Table includes burner, windscreen (36″ x 12″ x 8″H) , fire glass and lid. | Adjustable Flame Height. | Match light igniter for added safety. | Easy-access on/off valve. | 25,000 BTU | Propane Tank or Natural Gas line | Material is a 5 layer composite system comprising high-performance bonding agents, natural mineral granules, and a hard wearing topcoat with UV inhibitors. | High tensile strength. | Safe to use on a deck/patio. | Do not use fire tables to cook any food items. | Stone-effect finish. | Weighs up to 80% less than traditional stone. | Easy to handle; less risk of injury when lifting. | Burner made in the USA | Clean regularly with a soft brush and warm water. | If heavily soiled, add a little mild dishwashing soap to warm water, clean, and rinse thoroughly. | Do not cover with unvented plastic or canvas covers. | Do not use strong chemical cleaning agents, abrasives or solvents. | Quickly clean up spills with a damp sponge or cloth.",Fire Tables,NorthCape,https://www.northcape.com/product/48-x-32-cal-sil-fire-table-rectangle/,https://www.northcape.com/wp-content/uploads/2018/12/rec-cal-sil-ft.jpg,
48″ Woven Fire Table Rectangle,NC5314RCT,Fire Tables,Fire Tables,Fire Tables,48” x 36 x 25” ht,,,,,"48″ x 36″ Woven Rectangle Fire Table with Glass Top, Burner & Fire Glass (instead of stones). | 25,000 BTU | Natural Gas or Propane | Lid and windscreen included. | Adjustable Flame Height | Match light igniter for added safety | Easy-access on/off valve | Safe to use on a deck/patio | Do not use fire tables to cook any food items | Stone-effect finish. | Weighs up to 80% less than traditional stone. | Easy to handle; less risk of injury when lifting. | High tensile strength. | Safe to use on a deck/patio. | Do not use fire tables to cook any food items. | Burner made in the USA | Clean regularly with a soft brush and warm water. If heavily soiled, add a little mild dishwashing soap to warm water, clean, and rinse thoroughly. | Do not cover with unvented plastic or canvas covers. | Do not use strong chemical cleaning agents, abrasives or solvents. | Quickly clean up spills with a damp sponge or cloth.",Fire Tables,NorthCape,https://www.northcape.com/product/48-woven-fire-table-rectangle/,https://www.northcape.com/wp-content/uploads/2018/12/rec-woven-ft.jpg,
Universal Ice Chest,NC415-ICE,Universal,Woven,Accessories,24” x 22” x 22” ht. Liner: 18.25” x 15.25” x 14” ht,,,,"The Universal End Table Ice Chest adds versatility to any outdoor space. This unique accessory features wicker finishes that are made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion. Capable of holding at least 72 canned beverages with ice, the End Table Ice Chest allows you to bring the party outdoors",Includes a stainless steel air spring safety hinge and PVC liner with drainage plug. | The wicker is made from expertly crafted resin and is easy to clean with soap and water. | Makes a great gift for a friend or family member. | Liner: 18.25” x 15.25” x 14” ht.,Storage,NorthCape,https://www.northcape.com/product/universal-ice-chest/,https://www.northcape.com/wp-content/uploads/2022/01/Ice-Chest2.jpg,
Universal Large Cushion Storage Box,NC415CBL,Universal,Woven,Accessories,59.5” x 30” x 40” ht,,,,"The Universal Cushion Storage Box adds versatility to any outdoor space. This unique accessory features outdoor wicker finish that is made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion.","HDPE All Weather Resin Wicker | UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance.",Storage,NorthCape,https://www.northcape.com/product/universal-large-cushion-storage-box/,https://www.northcape.com/wp-content/uploads/2022/01/Cushion-Box-WITH.jpg,
