Product Name,SKU,Collection,Material Type,Category,Dimensions,Seat Size,Deck Height,Cushion Info,Description,Features,Tags,Brand,Product URL,Image URL,Additional Images
Solano Dining Chair,NC2045-DC,Universal Teak,Teak,Dining Chairs,23.875” x 25.75” x 35”ht,,,"Cushion: CUSH2045/2046-DC, 1 pc",This teak patio dining chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program, then the teak is oven- or air-dried for moisture control | Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster | You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s rustic finish | Outer Frame Material: Teak | Cushions Included: Yes | Durability: Weather Resistant; Water Resistant; UV Resistant | Weight Capacity: 250 lb. | Arm Height: 24″ | Seat: 13″ | Assembly Required: Yes",Dining Chairs,NorthCape,https://www.northcape.com/product/solano-dining-chair/,https://www.northcape.com/wp-content/uploads/2017/12/nc2045dc.jpg,
Solano Dining Side Chair,NC2045-DCS,Universal Teak,Teak,Dining Chairs,23.875” x 25.75” x 35”ht,,,"Cushion: CUSH2045/2046-DC, 1pc",This teak patio dining side chair with arms is great for dining tables and sitting outside on its own. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program, then the teak is oven- or air-dried for moisture control | Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster | You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural teak’s rustic finish | Outer Frame Material: Teak | Cushions Included: Yes | Durability: Weather Resistant; Water Resistant; UV Resistant | Weight Capacity: 250 lb. | Arm Height: 24″ | Seat: 13″ | Assembly Required: Yes",Dining Chairs,NorthCape,https://www.northcape.com/product/solano-dining-side-chair/,https://www.northcape.com/wp-content/uploads/2022/01/image_2022_01_20T19_05_56_222Z.png,
Capri 30″ Round Dining Table,NC6100DT-30,Aluminum Sling,Aluminum Sling,Dining Tables,30” dia. x 28.5” ht,,,,"Part of the Aluminum Sling Collection that is super comfortable seating pieces feature a graceful waterfall design. This collection features a durable, rust-proof aluminum frame with a UV-resistant powder coated finish and is easy to clean. Tables feature sturdy tempered glass.",Heavy Gauge Tubular Aluminum Frame | Transitional Style | UV-resistant powder coated finish | True White Color,Dining Tables,NorthCape,https://www.northcape.com/product/capri-30-round-dining-table/,https://www.northcape.com/wp-content/uploads/2017/11/nc6100dt-30.jpg,
Capri 48″ Round Dining Table,NC6100DT-48,Aluminum Sling,Aluminum Sling,Dining Tables,48” dia. x 28.5” ht,,,,"Part of the Aluminum Sling Collection that is super comfortable seating pieces feature a graceful waterfall design. This collection features a durable, rust-proof aluminum frame with a UV-resistant powder coated finish and is easy to clean. Tables feature sturdy tempered glass.",Heavy Gauge Tubular Aluminum Frame | Transitional Style | UV-resistant powder coated finish | True White Color | With Umbrella Hole,Dining Tables,NorthCape,https://www.northcape.com/product/capri-48-round-dining-table/,https://www.northcape.com/wp-content/uploads/2017/11/nc6100dt-48.jpg,
Capri 72″ Oval Dining Table,NC6100DT-72,Aluminum Sling,Aluminum Sling,Dining Tables,72” x 42” x 29.5” ht,,,,"Part of the Aluminum Sling Collection that is super comfortable seating pieces feature a graceful waterfall design. This collection features a durable, rust-proof aluminum frame with a UV-resistant powder coated finish and is easy to clean. Tables feature sturdy tempered glass.",Heavy Gauge Tubular Aluminum Frame | Transitional Style | UV-resistant powder coated finish | True White Color | With Umbrella Hole,Dining Tables,NorthCape,https://www.northcape.com/product/capri-72-oval-dining-table/,https://www.northcape.com/wp-content/uploads/2017/11/nc6100dt-72.jpg,
Overton 82”x 42” Dining Table w/ textured alum. wood look finish,NC6790DT,Aluminum Sling,Aluminum Sling,Dining Tables,82” x 42.1” x 29.9” ht,,,,Offers clean lines with mixed-media style. The 82” Overton dining table in Gunmetal/Textured Gray with umbrella hole.,"Long lasting durability and rust resistance. | This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments. | Style: Modern/Contemporary",Dining Tables,NorthCape,https://www.northcape.com/product/overton-82x-42-dining-table-w-textured-alum-wood-look-finish/,https://www.northcape.com/wp-content/uploads/2017/11/nc6791dt.jpg,
Rio 48 Dining Table,NC6870DT-48,Aluminum Sling,Aluminum Sling,Dining Tables,48” dia. x 29” ht,,,,This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the middle.,Seating Capacity: 4 | Umbrella Hole: Yes | Color: Gunmetal | Metal: Aluminum | Durability: Weather Resistant; Water Resistant; UV Resistant | Assembly Required: Yes,,NorthCape,https://www.northcape.com/product/rio-48-dining-table/,https://www.northcape.com/wp-content/uploads/2017/12/nc6870dt60-gunmetal.jpg,
Rio 60 Dining Table,NC6870DT-60,Aluminum Sling,Aluminum Sling,Dining Tables,60” dia. x 29” ht,,,,This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the middle.,Seating Capacity: 5 | Umbrella Hole: Yes | Color: Gunmetal | Metal: Aluminum | Durability: Weather Resistant; Water Resistant; UV Resistant | Assembly Required: Yes,,NorthCape,https://www.northcape.com/product/rio-60-dining-table/,https://www.northcape.com/wp-content/uploads/2017/12/nc6870dt60-gunmetal.jpg,
Chalfonte 33″ Square Dining Table with Umbrella Hole,NC2685DT-SQ-33,Chalfonte,Mixed Media,Dining Tables,"33"" x 33"" x 29"" ht",,,,"Features: About the Duraboard® tabletop: Built to last a lifetime, Duraboard® – an innovative material for outdoor tabletops like no other on the market – is an environmentally friendly material that is durable, highly UV-resistant and has a unique surface finish. It features two main components, eucalyptus FSC™ sawdust and polyethylene resin, extruded to create a strong, durable structure. The tabletop is treated with a UV-coating process, receiving a multi-layer coating which makes it highly resistant to scratches and weather conditions.","Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Strong, durable structure. | Luxurious look and texture. | Duraboard® tabletop – treated with a UV-coating process which makes it highly resistant to scratches and weather conditions.",Dining Tables,NorthCape,https://www.northcape.com/product/chalfonte-33-square-dining-table-with-umbrella-hole/,https://www.northcape.com/wp-content/uploads/2022/11/NC2685DT-33_5-Hi-Res.jpg,https://www.northcape.com/wp-content/uploads/2022/11/Duraboard-1.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2685DT-33_1-Hi-Res.jpg
Chalfonte 41″ Square Dining Table with Umbrella Hole,NC2685DT-SQ-41,Chalfonte,Mixed Media,Dining Tables,"41"" x 41"" x 29"" ht",,,,"Features: About the Duraboard® tabletop: Built to last a lifetime, Duraboard® – an innovative material for outdoor tabletops like no other on the market – is an environmentally friendly material that is durable, highly UV-resistant and has a unique surface finish. It features two main components, eucalyptus FSC™ sawdust and polyethylene resin, extruded to create a strong, durable structure. The tabletop is treated with a UV-coating process, receiving a multi-layer coating which makes it highly resistant to scratches and weather conditions.","Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Strong, durable structure. | Luxurious look and texture. | Duraboard® tabletop – treated with a UV-coating process which makes it highly resistant to scratches and weather conditions.",Dining Tables,NorthCape,https://www.northcape.com/product/chalfonte-41-square-dining-table-with-umbrella-hole/,https://www.northcape.com/wp-content/uploads/2022/11/NC2685DT-41_3-Hi-Res.jpg,https://www.northcape.com/wp-content/uploads/2022/11/Duraboard-1.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2685DT-41_1-Hi-Res.jpg
Chalfonte 72″ Rectangle Dining Table with Umbrella Hole,NC2685DT-REC-72,Chalfonte,Mixed Media,Dining Tables,"72"" x 41"" x 29"" ht",,,,"Features: About the Duraboard® tabletop: Built to last a lifetime, Duraboard® – an innovative material for outdoor tabletops like no other on the market – is an environmentally friendly material that is durable, highly UV-resistant and has a unique surface finish. It features two main components, eucalyptus FSC™ sawdust and polyethylene resin, extruded to create a strong, durable structure. The tabletop is treated with a UV-coating process, receiving a multi-layer coating which makes it highly resistant to scratches and weather conditions.","Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Strong, durable structure. | Luxurious look and texture. | Duraboard® tabletop – treated with a UV-coating process which makes it highly resistant to scratches and weather conditions.",Dining Tables,NorthCape,https://www.northcape.com/product/chalfonte-72-rectangle-dining-table-with-umbrella-hole/,https://www.northcape.com/wp-content/uploads/2022/11/NC2685DT-72_4-Hi-Res.jpg,https://www.northcape.com/wp-content/uploads/2022/11/Duraboard-1.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2685DT-72_1-Hi-Res.jpg
Chalfonte 83″ Rectangle Dining Table with Umbrella Hole,NC2685DT-REC-83,Chalfonte,Mixed Media,Dining Tables,"83"" x 41"" x 29"" ht",,,,"Features: About the Duraboard® tabletop: Built to last a lifetime, Duraboard® – an innovative material for outdoor tabletops like no other on the market – is an environmentally friendly material that is durable, highly UV-resistant and has a unique surface finish. It features two main components, eucalyptus FSC™ sawdust and polyethylene resin, extruded to create a strong, durable structure. The tabletop is treated with a UV-coating process, receiving a multi-layer coating which makes it highly resistant to scratches and weather conditions.","Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Strong, durable structure. | Luxurious look and texture. | Duraboard® tabletop – treated with a UV-coating process which makes it highly resistant to scratches and weather conditions.",Dining Tables,NorthCape,https://www.northcape.com/product/chalfonte-83-rectangle-dining-table-with-umbrella-hole/,https://www.northcape.com/wp-content/uploads/2022/11/NC2685DT-83_4-Hi-Res.jpg,https://www.northcape.com/wp-content/uploads/2022/11/Duraboard-1.jpg | https://www.northcape.com/wp-content/uploads/2022/11/NC2685DT-83_1-Hi-Res.jpg
Hixon Slat Dining Table With 4 Legs – Polytuf Top,NC6791CVT-REC-TAN,Hixon,Mixed Media,Dining Tables,82” x 42” x 30” ht,,,,Modern Style with Unmatched Versatility. A mixture of Tangent PolyTuf™ Lumber and a powered coated aluminum frame makes this the perfect combination for a modern look with an elegant style. Take home this outdoor patio dining table today!,"Tangent PolyTuf™ Tabletop | 100% Post Consumer Recycled HDPE Resin | Impenetrable surface: no water absorption so mold, mildew and bugs cannot penetrate the surface. | Resistant to UV and harsh weather climates. | Easy to clean, using soap and warm to hot water. | No splintering, cracking or warping as one would find with wood. | Greater impact resistance than wood. | Resistant to most chemical exposures. | Frame Material: Metal | Adult Assembly Required: Yes | Wood Scoring & Rub Through (Technique used to give item a distressed look.)",Dining Tables,NorthCape,https://www.northcape.com/product/hixon-slat-dining-table-with-4-legs-polytuf-top/,https://www.northcape.com/wp-content/uploads/2021/02/hixon-dining-2-1000x1000-1.jpg,
Oceanview 42″ Round Dining Table,PL1001DT-RND-42,Oceanview,Poly Lumber,Dining Tables,,,,,Poly Lumber,,Dining Tables,NorthCape,https://www.northcape.com/product/oceanview-42-round-dining-table-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/01/Black-2-1.jpg,
Oceanview 60″ x 28″ Rectangle Dining Table,PL1001DT-REC-60,Oceanview,Poly Lumber,Dining Tables,,,,,Poly Lumber,,Dining Tables,NorthCape,https://www.northcape.com/product/oceanview-60-x-28-rectangle-dining-table-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/01/Dinning-Black-2.jpg,
Oceanview 72″ x 40″ Rectangle Dining Table,PL1001DT-REC-72,Oceanview,Poly Lumber,Dining Tables,,,,,Poly Lumber,,Dining Tables,NorthCape,https://www.northcape.com/product/oceanview-72-x-40-rectangle-dining-table-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/01/2.jpg,
Universal 48″ Square Dining Table,NC415DT-48,Universal,Woven,Dining Tables,48” x 48” x 30” ht,,,,"The Universal 48” Square Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.","High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Includes tempered glass top | Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface. | Table includes an umbrella hole | Comfortably seats 4 with the Universal Armless Bar Stools",Dining Tables,NorthCape,https://www.northcape.com/product/universal-48-square-dining-table/,https://www.northcape.com/wp-content/uploads/2022/01/FP-HAM-48SDT-HT.jpg,
Universal 72″ Rectangle Dining Table,NC415DT-72,Universal,Woven,Dining Tables,72” x 42” x 30” ht,,,,"The Universal 72” x 42” Dining Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a flat woven design, blending contemporary design with naturally varied tones. The top includes an umbrella hole so you can enjoy your favorite shade while dining (umbrella not included). A tempered glass top is included with this table..","High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Includes tempered glass top | Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface. | Table includes an umbrella hole (umbrella not included)",Dining Tables,NorthCape,https://www.northcape.com/product/universal-72-rectangle-dining-table/,https://www.northcape.com/wp-content/uploads/2022/01/NC415DT72-Aspen.jpg,
Universal Bar Height Pub Table,NC415PT-42,Universal,Woven,Dining Tables,36” x 36” x 42” ht,,,,"The Universal 36” Square Bar Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.","High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Includes tempered glass top | Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface. | Table does not include an umbrella hole | Comfortably seats 4 with the Universal Counter Height Swivel Stools","Dining Tables, Chat Tables",NorthCape,https://www.northcape.com/product/universal-bar-height-pub-table/,https://www.northcape.com/wp-content/uploads/2022/01/NC415PT-30-Parchment.jpg,
Universal Counter Height Pub Table,NC415PT-38,Universal,Woven,Dining Tables,36” x 36” x 38” ht,,,,"The Universal 36” Square Counter Height Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.","High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight. | Wicker design gives it a more tactile, luxurious look and texture. | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance. | Includes tempered glass top | Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface. | Table does not include an umbrella hole | Comfortably seats 4 with the Universal Counter Height Swivel Stools","Dining Tables, Chat Tables",NorthCape,https://www.northcape.com/product/universal-counter-height-pub-table/,https://www.northcape.com/wp-content/uploads/2022/01/NC415PT-30-WIFL.jpg,
Anderson 87/118″ Extension Dining Table,NC2010-DT-87,Universal Teak,Teak,Dining Tables,,,,,This teak extension dining table is the perfect size to seat up to 10 adults around. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. | You may choose to allow your teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for teak twice a year to preserve the natural wood/teak’s rustic finish | Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program | Base Material: Teak | Top Color: Light Yellow | Base Color: Light Yellow | Seating Capacity When Fully Extended: 8 | Seating Capacity When Fully Collapsed: 10 | Table Mechanism: Drop Leaf | Leaf Width Side to Side: 41″ | Leaf Length End to End: 31″ | Length when fully collapsed: 87″ | Length when fully extended: 118″ | Assembly Required: Yes | Top Material: Teak | Top Material Details: Plantation-grown teak",Dining Tables,NorthCape,https://www.northcape.com/product/anderson-87-118-extension-dining-table/,https://www.northcape.com/wp-content/uploads/2017/12/nc2010dt-87-scaled.jpg,
Braeburn 55″ Round Dining Table,NC2035-DT-55,Universal Teak,Teak,Dining Tables,55” dia. x 29” ht,,,,This teak round dining table is the perfect size to seat 4 adults around. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. | You may choose to allow your teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for teak twice a year to preserve the natural wood/teak’s rustic finish | Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program | Base Material: Teak | Top Color: Light Yellow | Base Color: Light Yellow | Seating Capacity: 5 | Table Mechanism: Fixed Table | Assembly Required: Yes | Top Material: Teak | Top Material Details: Plantation-grown teak",Dining Tables,NorthCape,https://www.northcape.com/product/braeburn-55-round-dining-table/,https://www.northcape.com/wp-content/uploads/2017/12/nc2035dt-55-scaled.jpg,
Jameson 67/87″ Extension Dining Table,NC2085-DT-67,Universal Teak,Teak,Dining Tables,,,,,This teak extension dining table is the perfect size to seat up to 8 adults around. This naturally weather-resistant hardwood may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.,"You may choose to allow your teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for teak twice a year to preserve the natural wood/teak’s rustic finish | Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. | Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program | Base Material: Teak | Top Color: Light Yellow | Base Color: Light Yellow | Seating Capacity When Fully Extended: 6 | Seating Capacity When Fully Collapsed: 8 | Table Mechanism: Drop Leaf | Leaf Width Side to Side: 41″ | Leaf Length End to End: 20″ | Overall length when fully collapsed: 67″ | Overall length when fully extended: 87″ | Assembly Required: Yes | Top Material: Teak | Top Material Details: Plantation-grown teak",Dining Tables,NorthCape,https://www.northcape.com/product/jameson-67-87-extension-dining-table/,https://www.northcape.com/wp-content/uploads/2022/01/NC2085-DT-67.jpg,
Oceanview 4 Seat Outdoor 42″ Round Bar Height Table Patio Set,,Oceanview,Poly Lumber,Furniture Sets,,,,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.","Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects. | Color Stable: Rich colors stay brilliant thanks to built-in UV protection. | Low Maintenance: No painting, staining, or waterproofing required. | Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water. | Marine Grade Polymer",,NorthCape,https://www.northcape.com/product/delmar-4-seat-outdoor-42-round-bar-height-table-patio-set-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/03/White-Chairtable-set-Armless.jpg,
Oceanview 4 Seat Outdoor 42″ Round Counter Height Table Patio Set,,Oceanview,Poly Lumber,Furniture Sets,,,,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.","Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects. | Color Stable: Rich colors stay brilliant thanks to built-in UV protection. | Low Maintenance: No painting, staining, or waterproofing required. | Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water. | Marine Grade Polymer",,NorthCape,https://www.northcape.com/product/delmar-4-seat-outdoor-42-round-counter-height-table-patio-set-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/03/Counter-sets-black-2-1.jpg,
Oceanview 4 Seat Outdoor 42″ Round Dining Height Table Patio Set,,Oceanview,Poly Lumber,Furniture Sets,,,,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.","Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects. | Color Stable: Rich colors stay brilliant thanks to built-in UV protection. | Low Maintenance: No painting, staining, or waterproofing required. | Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water. | Marine Grade Polymer",,NorthCape,https://www.northcape.com/product/delmar-4-seat-outdoor-42-round-dining-height-table-patio-set-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/03/Dining-Sets-White-2-1.jpg,
Oceanview 4 Seat Outdoor Counter Height Table Patio Set,,Oceanview,Poly Lumber,Furniture Sets,,,,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.","Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects. | Color Stable: Rich colors stay brilliant thanks to built-in UV protection. | Low Maintenance: No painting, staining, or waterproofing required. | Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water. | Marine Grade Polymer",,NorthCape,https://www.northcape.com/product/delmar-4-seat-outdoor-counter-height-table-patio-set-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/03/Counter-set-Black-6.jpg,
Oceanview 4 Seat Outdoor Dining Height Table Patio Set,,Oceanview,Poly Lumber,Furniture Sets,,,,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.","Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects. | Color Stable: Rich colors stay brilliant thanks to built-in UV protection. | Low Maintenance: No painting, staining, or waterproofing required. | Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water. | Marine Grade Polymer",,NorthCape,https://www.northcape.com/product/delmar-4-seat-outdoor-dining-height-table-patio-set-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/03/Dining-Set-white-1.jpg,
Oceanview 6 Seat Outdoor Counter Height Table Patio Set,,Oceanview,Poly Lumber,Furniture Sets,,,,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.","Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects. | Color Stable: Rich colors stay brilliant thanks to built-in UV protection. | Low Maintenance: No painting, staining, or waterproofing required. | Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water. | Marine Grade Polymer",,NorthCape,https://www.northcape.com/product/delmar-6-seat-outdoor-counter-height-table-patio-set-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/03/Counter-set-White-5.jpg,
Oceanview 6 Seat Outdoor Counter Height Table Patio Set,,Oceanview,Poly Lumber,Furniture Sets,,,,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.","Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects. | Color Stable: Rich colors stay brilliant thanks to built-in UV protection. | Low Maintenance: No painting, staining, or waterproofing required. | Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water. | Marine Grade Polymer",,NorthCape,https://www.northcape.com/product/delmar-6-seat-outdoor-counter-height-table-patio-set-poly-lumber-2/,https://www.northcape.com/wp-content/uploads/2022/03/Counter-set-White-1.jpg,
Oceanview 6 Seat Outdoor Dining Height Table Patio Set,,Oceanview,Poly Lumber,Furniture Sets,,,,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.","Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects. | Color Stable: Rich colors stay brilliant thanks to built-in UV protection. | Low Maintenance: No painting, staining, or waterproofing required. | Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water. | Marine Grade Polymer",,NorthCape,https://www.northcape.com/product/delmar-6-seat-outdoor-dining-height-table-patio-set-poly-lumber-2/,https://www.northcape.com/wp-content/uploads/2022/03/Dining-Set-Black-5.jpg,
Oceanview 6 Seat Outdoor Dining Height Table Patio Set,,Oceanview,Poly Lumber,Furniture Sets,,,,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.","Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects. | Color Stable: Rich colors stay brilliant thanks to built-in UV protection. | Low Maintenance: No painting, staining, or waterproofing required. | Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water. | Marine Grade Polymer",,NorthCape,https://www.northcape.com/product/delmar-6-seat-outdoor-dining-height-table-patio-set-poly-lumber/,https://www.northcape.com/wp-content/uploads/2022/03/Dining-Set-Black-2.jpg,
6510 Coffee Table,NC6510CT-REC,6510,Woven,Accent Tables,43” x 24” x 15” ht,,,,"Coffee Table, with its light beige-colored wicker with a full round design, is the perfect centerpiece for your home. Each strand of this outdoor wicker is made from High-Density Polyethylene.","High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance | Tempered glass top",Coffee Tables,NorthCape,https://www.northcape.com/product/6510-coffee-table/,https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-5.jpg | https://www.northcape.com/wp-content/uploads/2022/01/coffee-table-6.jpg
6510 End Table,NC6510ET-SQ,6510,Woven,Accent Tables,22” x 22” x 22” ht,,,,"Keep food, drinks and reading materials within easy reach with this Side Table. Each strand of this outdoor wicker is made from High-Density Polyethylene, beige-colored outdoor wicker.",Durability: Weather Resistant | Glass Top | Assembly Required: Yes,End Tables,NorthCape,https://www.northcape.com/product/6510-end-table/,https://www.northcape.com/wp-content/uploads/2022/01/end-table-2.jpg,https://www.northcape.com/wp-content/uploads/2022/01/end-table-3.jpg | https://www.northcape.com/wp-content/uploads/2022/01/end-table-4.jpg | https://www.northcape.com/wp-content/uploads/2022/01/end-table-1.jpg | https://www.northcape.com/wp-content/uploads/2022/01/end-table-6.jpg | https://www.northcape.com/wp-content/uploads/2022/01/end-table-5.jpg
6510 Rotating Chat Table,NC6510R-CHT,6510,Woven,Accent Tables,36”dia. x 20” ht,,,,Chat Table with an inset glass top rotates 360 degrees. Both top and base are beige-colored outdoor wicker made from High-Density Polyethylene.,"Full-round wicker design gives it a more tactile, luxurious texture and look | Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance | This unique rotating tabletop offers easy access | Tempered glass insert | Seating Capacity: 4 | Durability: Weather Resistant | Glass Top included | Assembly Required: Yes",Chat Tables,NorthCape,https://www.northcape.com/product/6510-rotating-chat-table/,https://www.northcape.com/wp-content/uploads/2022/01/image_2022_01_24T16_23_42_824Z.png,
Capri Side Table,NC6100ET-SQ,Aluminum Sling,Aluminum Sling,Accent Tables,18” x 18” x 17” ht,,,,"Part of the Aluminum Sling Collection that is super comfortable seating pieces feature a graceful waterfall design. This collection features a durable, rust-proof aluminum frame with a UV-resistant powder coated finish and is easy to clean.",Heavy Gauge Tubular Aluminum Frame | Transitional Style | UV-resistant powder coated finish | True White Color | Tempered Glass included,End Tables,NorthCape,https://www.northcape.com/product/capri-side-table/,https://www.northcape.com/wp-content/uploads/2017/11/nc6100-et.jpg,
