suggested_bucket,decision,manufacturer,collection,category,sku,name,msrp,sale_price,images,quote_only,show_price_online,id
REVIEW,,Homecrest,Stonegate,Tables,C3636SSGNU+2334B,"Stonegate Square Balcony Table 36"" (Pedestal Base, no Hole)",,,1,True,False,6002
REVIEW,,Homecrest,Stonegate,Tables,C3636SSGNU+2340B,"Stonegate Square Bar Table 36"" (Pedestal Base, no Hole)",,,1,True,False,6003
REVIEW,,Homecrest,Stonegate,Tables,C3660XSG+273660B,"Stonegate Rectangle Coffee Table 36"" x 60"" (Trestle Base, no Hole)",,,1,True,False,5947
REVIEW,,Homecrest,Stonegate,Tables,C4242SSG+3330B,"Stonegate Square Dining Table 42"" (Pedestal Base, with Hole)",,,1,True,False,6010
REVIEW,,Homecrest,Stonegate,Tables,C4242SSG+3334B,"Stonegate Square Balcony Table 42"" (Pedestal Base, with Hole)",,,1,True,False,6011
REVIEW,,Homecrest,Stonegate,Tables,C4242SSG+3340B,"Stonegate Square Bar Table 42"" (Pedestal Base, with Hole)",,,1,True,False,6012
REVIEW,,Homecrest,Stonegate,Tables,C4242SSGNU+2742SB,"Stonegate Square Coffee Table 42"" (Trestle Base, no Hole)",,,1,True,False,5949
REVIEW,,Homecrest,Stonegate,Tables,C4242SSGNU+3330B,"Stonegate Square Dining Table 42"" (Pedestal Base, no Hole)",,,1,True,False,6013
REVIEW,,Homecrest,Stonegate,Tables,C4242SSGNU+3334B,"Stonegate Square Balcony Table 42"" (Pedestal Base, no Hole)",,,1,True,False,6014
REVIEW,,Homecrest,Stonegate,Tables,C4242SSGNU+3340B,"Stonegate Square Bar Table 42"" (Pedestal Base, no Hole)",,,1,True,False,6015
REVIEW,,Homecrest,Stonegate Fire Tables,Fire Tables,42RSGFPTT+89RBC,"Stonegate Balcony Fire Table Round 42""",,,1,True,False,4423
REVIEW,,Homecrest,Stonegate Fire Tables,Fire Tables,42RSGFPTT+89RNC,"Stonegate Lounge Fire Table Round 42""",,,1,True,False,5783
REVIEW,,Homecrest,Stonegate Fire Tables,Fire Tables,42SQSGTT,"Stonegate Lounge Fire Table Square 42""",,,1,True,False,4419
REVIEW,,Homecrest,Stonegate Fire Tables,Fire Tables,54RSGFPTT+89RBC,"Stonegate Balcony Fire Table Round 54""",,,1,True,False,4422
REVIEW,,Homecrest,Stonegate Fire Tables,Fire Tables,54RSGFPTT+89RNC,"Stonegate Lounge Fire Table Round 54""",,,1,True,False,5784
REVIEW,,Homecrest,Stonegate Fire Tables,Fire Tables,893252XSGTT,"Stonegate Lounge Fire Table Rectangle 32"" x 52""",,,1,True,False,4420
REVIEW,,Homecrest,Stonegate Fire Tables,Fire Tables,893660XSGTT,"Stonegate Lounge Fire Pit Rectangle 36"" x 60""",,,1,True,False,4421
REVIEW,,Homecrest,Timber,Tables,1330RTM,"Timber Adjustable Table Round 30""",,,1,True,False,4382
REVIEW,,Homecrest,Timber,Bar,254284BTM,"Timber Balcony Table Rectangle 42""x84""",,,1,True,False,4387
REVIEW,,Homecrest,Timber,Bar,2548SBTM,"Timber Balcony Table Square 48""",,,1,True,False,4389
REVIEW,,Homecrest,Timber,Dining,2548SFTM,"Timber Dining Table Square 48""",,,1,True,False,4388
REVIEW,,Homecrest,Timber,Dining,274284FTM,"Timber Dining Table Rectangle 42""x84""",,,1,True,False,4386
REVIEW,,Homecrest,Timber,Tables,3721STM,"Timber Side Table Square 24""",,,1,True,False,4380
REVIEW,,Homecrest,Timber,Tables,3722STM,"Timber End Table Square 24""",,,1,True,False,4381
REVIEW,,Homecrest,Timber,Bar,3742RBTM,"Timber Balcony Table Round 42""",,,1,True,False,4385
REVIEW,,Homecrest,Timber,Tables,3742RCTMNU,"Timber Chat Table Round 42"" No Hole",,,1,True,False,4383
REVIEW,,Homecrest,Timber,Dining,3742RFTM,"Timber Dining Table Round 42""",,,1,True,False,4384
REVIEW,,Homecrest,Timber,Bar,3754RBTM,"Timber Balcony Table Round 54""",,,1,True,False,4392
REVIEW,,Homecrest,Timber,Tables,3754RCTMNU,"Timber Chat Table Round 54"" No Hole",,,1,True,False,4390
REVIEW,,Homecrest,Timber,Dining,3754RFTM,"Timber Dining Table Round 54""",,,1,True,False,4391
REVIEW,,Homecrest,Timber Fire Tables,Fire Tables,42RTMFPTT+89RBC,"Timber Balcony Fire Table Round 42""",,,1,True,False,4428
REVIEW,,Homecrest,Timber Fire Tables,Fire Tables,42SQTMTT+89SNC,"Timber Lounge Fire Table Square 42""",,,1,True,False,4424
REVIEW,,Homecrest,Timber Fire Tables,Fire Tables,54RTMFPTT+89RBC,"Timber Balcony Fire Table Round 54""",,,1,True,False,4427
REVIEW,,Homecrest,Timber Fire Tables,Fire Tables,893252XTMTT+89XNC,"Timber Lounge Fire Table Rectangle 32""x52""",,,1,True,False,4425
REVIEW,,Homecrest,Timber Fire Tables,Fire Tables,893660XTMTT+89XNC,"Timber Lounge Fire Pit Rectangle 36""x60""",,,1,True,False,4426
REVIEW,,Homecrest,,Fire Tables,42RSLFPTT+89RNC,"Slate Lounge Fire Table Round 42""",,,1,True,False,5781
REVIEW,,Homecrest,,Fire Tables,42RTMFPTT+89RNC,"Timber Lounge Fire Table Round 42""",,,1,True,False,5785
REVIEW,,Homecrest,,Fire Tables,48RSLFPTT+89RNC,"Slate Lounge Fire Table Round 48""",,,1,True,False,5782
REVIEW,,Homecrest,,Fire Tables,54RTMFPTT+89RNC,"Timber Lounge Fire Table Round 54""",,,1,True,False,5786
