page,collection,category,name,sku,sku_2pack,material,width,depth,height,length,seat_height,arm_height,weight,notes,table_height_type
34,Edge,Air,Armless Swivel Chat Chair,51AR902N,,Sensation Sling | Aluminum,26.5,33,36,,18,,,Arm Ht: N/A,
34,Edge,Air,Mode End Table/Corner Unit,1310020,,Aluminum,35.5,23,20,,,,,,end
38,Elements,Air,Chat Chair,51AR392,,Sling | Aluminum,32.5,33,36,,18,23,,,
38,Elements,Air,Loveseat,51AR422,,Sling | Aluminum,58.5,33,36,,18,23,,,
38,Elements,Air,Sofa,51AR432,,Sling | Aluminum,85,33,36,,18,23,,,
38,Elements,Air,Swivel Chat Chair,51AR902,,Sling | Aluminum,32.5,33,36,,18,23,,,
36,Elements,Cushion,Corner,5110A-DC,,Aluminum,,,,,,,,DreamCore Cushion; shown in Canvas White (Sunbrella) | Carbon Finish,
36,Elements,Cushion,Left Arm Sofa,5143L-DC,,Aluminum,,,,,,,,DreamCore Cushion; shown in Canvas White (Sunbrella) | Carbon Finish,
36,Elements,Cushion,Loveseat,5142A-DC,,Aluminum,,,,,,,,DreamCore Cushion; shown in Canvas White (Sunbrella) | Carbon Finish,
36,Elements,Cushion,Right Arm Loveseat,5142B-DC,,Aluminum,,,,,,,,DreamCore Cushion; shown in Canvas White (Sunbrella) | Carbon Finish,
36,Elements,Fire Tables,"42"" Slate Lounge Fire Pit",42SQSLLT,,Aluminum,,,,,,,,Base: 89SNC-JLP; Drift Top | Carbon Finish | Platinum Fire Jewelry,lounge
40,Elements,Sling,Armless Adjustable Chaise,10301,,Sling | Aluminum,24,,43.5,82.5,16,,,Padded Sling SKU: 10201; Arm Ht: N/A,
40,Elements,Sling,High Back Dining Chair,51180,,Sling | Aluminum,26,28.5,45.5,,19.5,26,,Padded Sling SKU: 51190,
40,Elements,Sling,High Back Swivel Rocker,51980,,Sling | Aluminum,26,28.5,45.5,,19.5,26,,Padded Sling SKU: 51990,
40,Elements,Sling,Low Back Dining Chair,51680,,Sling | Aluminum,26,28.5,37,,19.5,26,,Padded Sling SKU: 51690,
40,Elements,Sling,Low Back Swivel Rocker,51880,,Sling | Aluminum,26,28.5,37,,19.5,26,,Padded Sling SKU: 51890,
40,Elements,Sling,Ottoman,99120,,Sling | Aluminum,20.5,20,16.5,,16.5,,,Padded Sling SKU: 99130; Arm Ht: N/A,
40,Elements,Sling,Swivel Rocker Balcony Stool,51780,,Sling | Aluminum,26,30,40,,21,29,,Padded Sling SKU: 51790,
44,Elevate,Metal,Armless Balcony Stool,5655M,,Expanded Mesh | Aluminum,25,21,40,,24,,,,
44,Elevate,Metal,Armless Bar Stool,5645M,,Expanded Mesh | Aluminum,25,21,46,,30,,,,
44,Elevate,Metal,Armless Dining Chair,5635M,5635M-2,Expanded Mesh | Aluminum,25,21,34,,18,,,Stackable: 2-6,
44,Elevate,Metal,Balcony Stool,5657M,,Expanded Mesh | Aluminum,25,21,40,,24,30,,,
44,Elevate,Metal,Bar Stool,5647M,,Expanded Mesh | Aluminum,25,21,46,,30,36,,,
44,Elevate,Metal,Dining Chair,5637M,5637M-2,Expanded Mesh | Aluminum,25,21,34,,18,24,,Stackable: 2-6,
42,Elevate,Sling,Armless Balcony Stool,56550,,Sling | Aluminum,25,21,38.5,,24,,,,
42,Elevate,Sling,Armless Bar Stool,56450,,Sling | Aluminum,25,21,44.5,,30,,,,
42,Elevate,Sling,Armless Dining Chair,56350,56350-2,Sling | Aluminum,25,21,32.5,,18,,,Stackable: 2-6,
42,Elevate,Sling,Balcony Stool,56570,,Sling | Aluminum,25,21,38.5,,24,30,,,
42,Elevate,Sling,Bar Stool,56470,,Sling | Aluminum,25,21,44.5,,30,36,,,
42,Elevate,Sling,Dining Chair,56370,56370-2,Sling | Aluminum,25,21,32.5,,18,24,,Stackable: 2-6,
46,Florida,Metal,Bar Stool,2F240,,Expanded Mesh | Aluminum,23,26,45,,29,35.5,,,
46,Florida,Metal,Low Back Dining Chair,2F320,2F320-4,Expanded Mesh | Aluminum,23,24.5,33,,18,25.5,,Stackable: 2-6; 2F320-4 is a 4 Pack,
46,Florida,Metal,Ottoman/Side Table,2F120,,Expanded Mesh | Aluminum,23,23,16.5,,16.5,,,Arm Ht: N/A,side
46,Florida,Metal,Swivel Bar Stool,2F480,,Expanded Mesh | Aluminum,26,26,44,,29,35.5,,,
48,Harbor,Sling,High Back Dining Chair,32180,,Sling | Aluminum,24.5,30,45.5,,19.5,25.5,,"Sling SKU: 32180, Padded Sling SKU: 32190",
48,Harbor,Sling,High Back Dining Chair,32190,,Padded Sling | Aluminum,24.5,30,45.5,,19.5,25.5,,Padded Sling version,
48,Harbor,Sling,High Back Swivel Rocker,32980,,Sling | Aluminum,24.5,30,45.5,,19.5,25.5,,"Sling SKU: 32980, Padded Sling SKU: 32990",
48,Harbor,Sling,High Back Swivel Rocker,32990,,Padded Sling | Aluminum,24.5,30,45.5,,19.5,25.5,,Padded Sling version,
48,Harbor,Sling,Low Back Dining Chair,32681,,Sling | Aluminum,24.5,30,37,,19.5,25.5,,"Sling SKU: 32681, Padded Sling SKU: 32691",
48,Harbor,Sling,Low Back Dining Chair,32691,,Padded Sling | Aluminum,24.5,30,37,,19.5,25.5,,Padded Sling version,
48,Harbor,Sling,Low Back Swivel Rocker,32880,,Sling | Aluminum,24.5,30,37,,19.5,25.5,,"Sling SKU: 32880, Padded Sling SKU: 32890",
48,Harbor,Sling,Low Back Swivel Rocker,32890,,Padded Sling | Aluminum,24.5,30,37,,19.5,25.5,,Padded Sling version,
48,Harbor,Sling,Ottoman,99120,,Sling | Aluminum,20.5,20,16.5,,16.5,,,"Sling SKU: 99120, Padded Sling SKU: 99130; Arm Ht: N/A",
48,Harbor,Sling,Ottoman,99130,,Padded Sling | Aluminum,20.5,20,16.5,,16.5,,,Padded Sling version; Arm Ht: N/A,
48,Harbor,Sling,Swivel Rocker Balcony Stool,32781,,Sling | Aluminum,24.5,30,36.5,,21,29,,"Sling SKU: 32781, Padded Sling SKU: 32791",
48,Harbor,Sling,Swivel Rocker Balcony Stool,32791,,Padded Sling | Aluminum,24.5,30,36.5,,21,29,,Padded Sling version,
52,Holly Hill,Sling,High Back Dining Chair,2A180,,Sling | Aluminum,24.5,30,45.5,,19.5,25.25,,"Sling SKU: 2A180, Padded Sling SKU: 2A190",
52,Holly Hill,Sling,High Back Loveseat Glider,2A449,,Sling | Aluminum,46,30,42,,17.5,24.25,,"Sling SKU: 2A449, Padded Sling SKU: 2A459",
52,Holly Hill,Sling,High Back Swivel Rocker,2A980,,Sling | Aluminum,24.5,30,45.5,,19.5,25.25,,"Sling SKU: 2A980, Padded Sling SKU: 2A990",
52,Holly Hill,Sling,Low Back Dining Chair,2A680,,Sling | Aluminum,24.5,30,37,,19.5,25.25,,"Sling SKU: 2A680, Padded Sling SKU: 2A690",
52,Holly Hill,Sling,Low Back Swivel Rocker,2A880,,Sling | Aluminum,24.5,30,37,,19.5,25.25,,"Sling SKU: 2A880, Padded Sling SKU: 2A890",
52,Holly Hill,Sling,Ottoman,99120,,Sling | Aluminum,20.5,20,16.5,,16.5,,,"Sling SKU: 99120, Padded Sling SKU: 99130; Arm Ht: N/A",
52,Holly Hill,Sling,Swivel Bar Stool,2A480,,Sling | Aluminum,24.5,30,49,,29.5,38.5,,"Sling SKU: 2A480, Padded Sling SKU: 2A490",
52,Holly Hill,Sling,Swivel Rocker Balcony Stool,2A780,,Sling | Aluminum,24.5,30,40,,21,29,,"Sling SKU: 2A780, Padded Sling SKU: 2A790",
56,In-Pool,In-Pool,"8"" Riser Set Only",SPL33108,,,20,8,8,,,,,"Maximum water depth of 13""",
56,In-Pool,In-Pool,Armless Lounge Chair,SPL22104,,,19.25,32.25,27.5,,8.6,,,"Maximum water depth of 11""",
56,In-Pool,In-Pool,Armless Lounger,SPL44100NR,,,22.75,,33.75,66.5,6,,,"Maximum water depth of 14""",
56,In-Pool,In-Pool,End Table,SPLWIDETABLE,,,22.5,22.5,19,,19,,,"SPLWIDETABLEST - with Soft Touch; Maximum water depth of 10""",end
56,In-Pool,In-Pool,High Back Lounge Chair,SPLWOOSAH2,,,35,34.5,40,,10.5,21,,"2 Pack; Maximum water depth of 13""",
56,In-Pool,In-Pool,Lounger,SPL33100,,,33.25,,29.5,66,1.75,11.5,,"2 Pack; Stackable: 2-4; Maximum water depth of 5""",
56,In-Pool,In-Pool,Lounger Head Pillow,SPL3300PLW,,,,,,,,,,2 Pack,
56,In-Pool,In-Pool,Side Table/Bench,SPL22101T1,,,22,17,16.25,,16.25,,,"SPL22101T1ST - with Soft Touch; Maximum water depth of 10""",side
54,Infiniti,Air,Adjustable Chaise,21320,,Sling | Aluminum,25,,43.5,79,16,19.5,,Stackable: 2-6,
54,Infiniti,Air,Armless Chaise,21300,,Sling | Aluminum,26.5,,34.5,52.5,18.5,,,,
54,Infiniti,Air,Armless Chat Chair,21350,,Sling | Aluminum,26.5,34,34.5,,18.5,,,,
54,Infiniti,Air,Ottoman,21120,,Sling | Aluminum,26.5,25.5,18,,,,,,
54,Infiniti,Tables + Bases,Coffee Table,362844,,Aluminum,28,,18,44,,,,,coffee
54,Infiniti,Tables + Bases,End Table,361235,,Aluminum,12,,21,35,,,,,end
54,Infiniti,Tables + Bases,End Table/Corner Unit,3610021,,Aluminum,34,,21,23.5,,,,,end
92,Integrity,Tables + Bases,"24"" Square End Complete Table",3722SWZ,,Composite Melamine | Aluminum,24,24,19.5,,,,,No Hole; Universal Base - End Complete,end
92,Integrity,Tables + Bases,"24"" Square End Top + Base Table",C2424SWZNU + 5723B,,Composite Melamine | Aluminum,24,24,19.5,,,,,No Hole; Post Base - End Top + Base,end
107,Integrity,Tables + Bases,"24"" x 30"" Rectangle Pedestal Balcony Table (with Hole)",Top: 132430X Base: 2334B,,Aluminum,,,33.25,,,,,Pedestal base,balcony
107,Integrity,Tables + Bases,"24"" x 30"" Rectangle Pedestal Bar Table (with Hole)",Top: 132430X Base: 2340B,,Aluminum,,,39.25,,,,,Pedestal base,bar
107,Integrity,Tables + Bases,"24"" x 30"" Rectangle Pedestal Dining Table (no Hole)",Top: 132430XNU Base: 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
107,Integrity,Tables + Bases,"24"" x 30"" Rectangle Pedestal Dining Table (with Hole)",Top: 132430X Base: 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
107,Integrity,Tables + Bases,"30"" Round Adjustable Table (no Hole)",1330RMD,,Aluminum,,,18.25-30.75,,,,,,adjustable
107,Integrity,Tables + Bases,"30"" Round Pedestal Balcony Table (with Hole)",Top: 1330R Base: 2334B,,Aluminum,,,33.25,,,,,Pedestal base,balcony
107,Integrity,Tables + Bases,"30"" Round Pedestal Bar Table (with Hole)",Top: 1330R Base: 2340B,,Aluminum,,,39.25,,,,,Pedestal base,bar
107,Integrity,Tables + Bases,"30"" Round Pedestal Dining Table (with Hole)",Top: 1330R Base: 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
107,Integrity,Tables + Bases,"30"" Square Pedestal Dining Table (with Hole)",Top: 1330S Base: 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
92,Integrity,Tables + Bases,"32"" Square End Top + Base Table",C3232SWZNU + 5723B,,Composite Melamine | Aluminum,32,32,19.5,,,,,No Hole; Post Base - End Top + Base,end
92,Integrity,Tables + Bases,"32"" x 48"" Rectangle Coffee Top + Base Table",C3248XWZNU + 5744B,,Composite Melamine | Aluminum,32,,16,48,,,,No Hole; Post Base - Coffee Top + Base,coffee
107,Integrity,Tables + Bases,"36"" Round Pedestal Balcony Table (with Hole)",Top: 1336R Base: 2334B,,Aluminum,,,33.25,,,,,Pedestal base,balcony
107,Integrity,Tables + Bases,"36"" Round Pedestal Bar Table (with Hole)",Top: 1336R Base: 2340B,,Aluminum,,,39.25,,,,,Pedestal base,bar
107,Integrity,Tables + Bases,"36"" Round Pedestal Dining Table (with Hole)",Top: 1336R Base: 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
107,Integrity,Tables + Bases,"42"" Round Pedestal Balcony Table (with Hole)",Top: 1342R Base: 3334B,,Aluminum,,,33.25,,,,,Pedestal base,balcony
107,Integrity,Tables + Bases,"42"" Round Pedestal Bar Table (with Hole)",Top: 1342R Base: 3340B,,Aluminum,,,39.25,,,,,Pedestal base,bar
107,Integrity,Tables + Bases,"42"" Round Pedestal Dining Table (with Hole)",Top: 1342R Base: 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
107,Integrity,Tables + Bases,"42"" Square Pedestal Dining Table (with Hole)",Top: 1342S Base: 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
107,Integrity,Tables + Bases,"48"" Round Pedestal Balcony Table (with Hole)",Top: 1348R Base: 3334B,,Aluminum,,,33.25,,,,,Pedestal base,balcony
107,Integrity,Tables + Bases,"48"" Round Pedestal Bar Table (with Hole)",Top: 1348R Base: 3340B,,Aluminum,,,39.25,,,,,Pedestal base,bar
107,Integrity,Tables + Bases,"48"" Round Pedestal Dining Table (with Hole)",Top: 1348R Base: 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
61,Kashton,Cushion,Kashton High Back Dining Chair,1K180,,,,,,,,,,Shown in Sandbar | Sandbar Welt | Hickory Finish,
61,Kashton,Cushion,Kashton High Back Swivel Rocker,1K980,,,,,,,,,,Shown in Sandbar | Sandbar Welt | Hickory Finish,
58,Kashton,Sling,Armless Adjustable Chaise,1K300,,Sling | Aluminum,26,,43.5,76,16,,,Available in Sling (1K300) and Padded Sling (1K200); Arm Ht: N/A,
58,Kashton,Sling,High Back Dining Chair,1K180,,Sling | Aluminum,25,30,45.5,,19.5,26.25,,Available in Sling (1K180) and Padded Sling (1K190),
58,Kashton,Sling,High Back Swivel Rocker,1K980,,Sling | Aluminum,25,30,45.5,,19.5,26.25,,Available in Sling (1K980) and Padded Sling (1K990),
58,Kashton,Sling,Low Back Dining Chair,1K680,,Sling | Aluminum,25,30,37,,19.5,26.25,,Available in Sling (1K680) and Padded Sling (1K690),
58,Kashton,Sling,Low Back Swivel Rocker,1K880,,Sling | Aluminum,25,30,37,,19.5,26.25,,Available in Sling (1K880) and Padded Sling (1K890),
58,Kashton,Sling,Ottoman,99120,,Sling | Aluminum,20.5,20,16.5,,16.5,,,Available in Sling (99120) and Padded Sling (99130); Arm Ht: N/A,
58,Kashton,Sling,Swivel Rocker Balcony Stool,1K781,,Sling | Aluminum,25,30,41,,21,30,,Available in Sling (1K781) and Padded Sling (1K791),
96,Latitude,Tables + Bases,"24"" Round End Complete Table (no Hole)",6224R,,Aluminum,,,19,,,,,no Hole,end
96,Latitude,Tables + Bases,"30"" Round Adjustable Complete Table (no Hole)",1330RLT,,Aluminum,,,18.25-30.75,,,,,no Hole,adjustable
96,Latitude,Tables + Bases,"42"" Round Balcony Complete Table (with Hole)",3742RBLT,,Aluminum,,,34,,,,,with Hole,balcony
96,Latitude,Tables + Bases,"42"" Round Chat Complete Table (no Hole)",3742RCLTNU,,Aluminum,,,21.25,,,,,no Hole,chat
96,Latitude,Tables + Bases,"42"" Round Dining Complete Table (with Hole)",3742RFLT,,Aluminum,,,29.25,,,,,with Hole,dining
96,Latitude,Tables + Bases,"42"" x 74"" Rectangle Balcony Complete Table (with Hole)",374274XBLT,,Aluminum,42,,34,74,,,,with Hole,balcony
96,Latitude,Tables + Bases,"42"" x 74"" Rectangle Dining Complete Table (with Hole)",374274XFLT,,Aluminum,42,,29.25,74,,,,with Hole,dining
59,Latitude,Tables + Bases,"48"" Latitude Balcony Table",3748RBLT,,,48,,,,,,,Shown in Carbon Finish,balcony
96,Latitude,Tables + Bases,"48"" Round Balcony Complete Table (with Hole)",3748RBLT,,Aluminum,,,34,,,,,with Hole,balcony
96,Latitude,Tables + Bases,"48"" Round Chat Complete Table (no Hole)",3748RCLTNU,,Aluminum,,,21.25,,,,,no Hole,chat
96,Latitude,Tables + Bases,"48"" Round Dining Complete Table (with Hole)",3748RFLT,,Aluminum,,,29.25,,,,,with Hole,dining
96,Latitude,Tables + Bases,"54"" Round Balcony Complete Table (with Hole)",3754RBLT,,Aluminum,,,34,,,,,with Hole,balcony
96,Latitude,Tables + Bases,"54"" Round Dining Complete Table (with Hole)",3754RFLT,,Aluminum,,,29.25,,,,,with Hole,dining
60,Liberty,Cushion,Chat Chair,1639A,,Aluminum,28,35,42,,18,24,,,
60,Liberty,Cushion,Loveseat,1642A,,Aluminum,52.5,35,42,,18,24,,,
60,Liberty,Cushion,Ottoman,1612A,,Aluminum,27,27.5,16,,16,,,Arm Ht: N/A,
60,Liberty,Cushion,Sofa,1643A,,Aluminum,76.5,35,42,,18,24,,,
60,Liberty,Cushion,Swivel Rocker Chat Chair,1690A,,Aluminum,28,35,42,,18,24,,,
62,Manhattan,Metal,Armless Balcony Stool,CH250-CH,,Metal + Padded Seat | Steel,18.5,21,40.5,,24,,,Metal Seat variant,
62,Manhattan,Metal,Armless Balcony Stool,CH250-PD,,Metal + Padded Seat | Steel,18.5,21,40.5,,24,,,Padded Seat variant,
62,Manhattan,Metal,Armless Bar Stool,CH240-CH,,Metal + Padded Seat | Steel,18.5,21,45.5,,29,,,Metal Seat variant,
62,Manhattan,Metal,Armless Bar Stool,CH240-PD,,Metal + Padded Seat | Steel,18.5,21,45.5,,29,,,Padded Seat variant,
62,Manhattan,Metal,Armless Dining Chair,CH590-CH,CH590-CH2,Metal + Padded Seat | Steel,18.5,21,35,,18.75,,,Metal Seat variant. Stackable: 2-6,
62,Manhattan,Metal,Armless Dining Chair,CH590-PD,CH590-PD2,Metal + Padded Seat | Steel,18.5,21,35,,18.75,,,Padded Seat variant. Stackable: 2-6,
62,Manhattan,Metal,Dining Chair,CH320-CH,CH320-CH2,Metal + Padded Seat | Steel,20,21,35,,18.75,25.75,,Metal Seat variant. Stackable: 2-6,
62,Manhattan,Metal,Dining Chair,CH320-PD,CH320-PD2,Metal + Padded Seat | Steel,20,21,35,,18.75,25.75,,Padded Seat variant. Stackable: 2-6,
62,Manhattan,Metal,Removable Seat Pad (with Ties),CH-PAD,,Metal + Padded Seat | Steel,16,17,1,,,,,Removable seat pad with ties,
62,Manhattan,Metal,Removable Seat Pad (without Ties),CH-PADNT,,Metal + Padded Seat | Steel,16,17,1,,,,,Removable seat pad without ties,
39,Mode,Air,Armless Chat Chair,51AR352,,Sling | Aluminum,26.5,33,36,,18,,,Arm Ht: N/A,
39,Mode,Air,Armless Loveseat,51AR422N,,Sling | Aluminum,52.5,33,36,,18,,,Arm Ht: N/A,
39,Mode,Air,Armless Sofa,51AR432N,,Sling | Aluminum,79,33,36,,18,,,Arm Ht: N/A,
39,Mode,Air,Left Arm Chat Chair,51AR392L,,Sling | Aluminum,29.5,33,36,,18,23,,,
39,Mode,Air,Left Arm Loveseat,51AR422L,,Sling | Aluminum,55.5,33,36,,18,23,,,
39,Mode,Air,Left Arm Sofa,51AR432L,,Sling | Aluminum,82,33,36,,18,23,,,
39,Mode,Air,Right Arm Chat Chair,51AR392R,,Sling | Aluminum,29.5,33,36,,18,23,,,
39,Mode,Air,Right Arm Loveseat,51AR422R,,Sling | Aluminum,55.5,33,36,,18,23,,,
39,Mode,Air,Right Arm Sofa,51AR432R,,Sling | Aluminum,82,33,36,,18,23,,,
104,Mode,Tables + Bases,"22"" Square End Table (no Hole)",13220,,Aluminum,22,22,20,,,,,no Hole,end
104,Mode,Tables + Bases,"22"" x 44"" Rectangle Coffee Table (no Hole)",132244,,Aluminum,22,44,15,,,,,no Hole,coffee
104,Mode,Tables + Bases,"30"" Square End Table (no Hole)",13300,,Aluminum,30,30,20,,,,,no Hole,end
104,Mode,Tables + Bases,"35.5"" x 23"" Trapezoid End Table (no Hole)",1310020,,Aluminum,35.5,23,20,,,,,no Hole,end
104,Mode,Tables + Bases,"44"" Square Chat Table (no Hole)",134444C,,Aluminum,44,44,21,,,,,no Hole,chat
104,Mode,Tables + Bases,"44"" Square Coffee Table (no Hole)",134444L,,Aluminum,44,44,15,,,,,no Hole,coffee
41,Mode,Tables + Bases,"44"" x 88"" Mode Dining Table",13448SF,,,44,,,88,,,,Shown in Onyx Top | Carbon Finish,dining
39,Mode,Tables + Bases,Mode End Table/Corner Unit,1310020,,Aluminum,35.5,23,20,,,,,,end
131,Outdoor Essentials,Outdoor Essentials,"32.5"" Round Glass Guard",005581,,,,,,,,,,,
66,Revive,Air,Armless Chat Chair,61AR350,,Sensation Sling | Aluminum,26.5,32.5,35,,18,,,Arm Ht: N/A,
66,Revive,Air,Armless Loveseat,61AR42N,,Sensation Sling | Aluminum,53,32.5,35,,18,,,Arm Ht: N/A,
66,Revive,Air,Armless Sofa,61AR43N,,Sensation Sling | Aluminum,79,32.5,35,,18,,,Arm Ht: N/A,
66,Revive,Air,Chat Chair,61AR390,,Sensation Sling | Aluminum,33,33,35,,18,25,,,
66,Revive,Air,Left Arm Chat Chair,61AR39L,,Sensation Sling | Aluminum,30,33,35,,18,25,,,
66,Revive,Air,Left Arm Loveseat,61AR42L,,Sensation Sling | Aluminum,56.5,33,35,,18,25,,,
66,Revive,Air,Left Arm Sofa,61AR43L,,Sensation Sling | Aluminum,82.5,33,35,,18,25,,,
66,Revive,Air,Loveseat,61AR420,,Sensation Sling | Aluminum,59.5,33,35,,18,25,,,
66,Revive,Air,Mode End Table/Corner Unit,1310020,,Aluminum,35.5,23,20,,,,,,end
66,Revive,Air,Right Arm Chat Chair,61AR39R,,Sensation Sling | Aluminum,30,33,35,,18,25,,,
66,Revive,Air,Right Arm Loveseat,61AR42R,,Sensation Sling | Aluminum,56.5,33,35,,18,25,,,
66,Revive,Air,Right Arm Sofa,61AR43R,,Sensation Sling | Aluminum,82.5,33,35,,18,25,,,
66,Revive,Air,Sofa,61AR430,,Sensation Sling | Aluminum,85.5,33,35,,18,25,,,
66,Revive,Air,Swivel Chat Chair,61AR902,,Sensation Sling | Aluminum,33,33,35,,18,25,,,
64,Revive,Cushion,Armless Center Chat Chair,6139N,,Aluminum,25,34,35,,18,,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Armless Loveseat,6142N,,Aluminum,49,34,35,,18,,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Armless Sofa,6143N,,Aluminum,73,34,35,,18,,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Chat Chair,6139A,,Aluminum,30.5,34,35,,18,25,,-DC or -UC cushion options,
64,Revive,Cushion,Corner,6110A,,Aluminum,34,34,35,,18,,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Left Arm Chat Chair,6139L,,Aluminum,28,34,35,,18,25,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Left Arm Loveseat,6142L,,Aluminum,52,34,35,,18,25,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Left Arm Sofa,6143L,,Aluminum,76,34,35,,18,25,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Loveseat,6142A,,Aluminum,54.5,34,35,,18,25,,-DC or -UC cushion options,
64,Revive,Cushion,Right Arm Chat Chair,6139R,,Aluminum,28,34,35,,18,25,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Right Arm Loveseat,6142R,,Aluminum,52,34,35,,18,25,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Right Arm Sofa,6143R,,Aluminum,76,34,35,,18,25,,-DC or -UC cushion options; *Units are not standalone pieces,
64,Revive,Cushion,Sofa,6143A,,Aluminum,78.5,34,35,,18,25,,-DC or -UC cushion options,
64,Revive,Cushion,Swivel Rocker Chat Chair,6191A,,Aluminum,30.5,33.25,35,,18,25,,-DC or -UC cushion options,
68,Rowan,Cushion,Club Chair,96380,,Cushion | Aluminum,40.2,32.7,30,,18,26.4,,,
68,Rowan,Cushion,Sofa,96430,,Cushion | Aluminum,87.4,32.7,30,,18,26.4,,,
110,Shadow Rock,Tables + Bases,"24"" Round End Table (no Hole)",3723RSH,,Aluminum,,,19.5,,,,,3-legged base,end
110,Shadow Rock,Tables + Bases,"24"" Round End Table (no Hole)",3722RSH,,Aluminum,,,19.5,,,,,4-legged base,end
110,Shadow Rock,Tables + Bases,"24"" Round Side Table (no Hole)",3724RSH,,Aluminum,,,15.5,,,,,3-legged base,side
110,Shadow Rock,Tables + Bases,"24"" Round Side Table (no Hole)",3725RSH,,Aluminum,,,15.5,,,,,,side
110,Shadow Rock,Tables + Bases,"24"" Square End Table (no Hole)",3722SSH,,Aluminum,,,19.5,,,,,4-legged base,end
110,Shadow Rock,Tables + Bases,"24"" Square Side Table (no Hole)",3721SSH,,Aluminum,,,15.5,,,,,4-legged base,side
111,Shadow Rock,Tables + Bases,"24"" Square Trestle End Table (no Hole)",2722SSH,,Aluminum,,,21,,,,,Trestle base,end
111,Shadow Rock,Tables + Bases,"24"" Square Trestle Side Table (no Hole)",2721SSH,,Aluminum,,,16,,,,,Trestle base,side
111,Shadow Rock,Tables + Bases,"26"" x 44"" Rectangle Post End Table (no Hole)",C2644XSH + 5744B,,Aluminum,,,21,,,,,Post base,end
111,Shadow Rock,Tables + Bases,"26"" x 44"" Rectangle Trestle Coffee Table (no Hole)",C2644XSH + 272644B,,Aluminum,,,15.1,,,,,Trestle base,coffee
110,Shadow Rock,Tables + Bases,"30"" Round Adjustable Table (no Hole)",1330RSH,,Aluminum,,,18.25-30.75,,,,,,adjustable
111,Shadow Rock,Tables + Bases,"30"" Round Pedestal Dining Table (no Hole)",C0030RSH + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
111,Shadow Rock,Tables + Bases,"30"" Round Pedestal Dining Table (with Hole)",C0030RSHWH + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
111,Shadow Rock,Tables + Bases,"30"" x 48"" Rectangle Post Coffee Table (no Hole)",C3048XSH + 5744B,,Aluminum,,,16,,,,,Post base,coffee
111,Shadow Rock,Tables + Bases,"32"" x 52"" Rectangle Trestle Coffee Table (no Hole)",C3252XSH + 273252B,,Aluminum,,,15.1,,,,,Trestle base,coffee
111,Shadow Rock,Tables + Bases,"36"" Round Pedestal Dining Table (with Hole)",C0036RSH + 2330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
111,Shadow Rock,Tables + Bases,"36"" x 60"" Rectangle Trestle Coffee Table (no Hole)",C3660XSH + 273660B,,Aluminum,,,15.1,,,,,Trestle base,coffee
110,Shadow Rock,Tables + Bases,"42"" Round Balcony Table (no Hole)",3742RBSHNU,,Aluminum,,,34.25,,,,,,balcony
110,Shadow Rock,Tables + Bases,"42"" Round Balcony Table (with Hole)",3742RBSH,,Aluminum,,,34.25,,,,,,balcony
110,Shadow Rock,Tables + Bases,"42"" Round Chat Table (no Hole)",3742RCSHNU,,Aluminum,,,21.5,,,,,,chat
110,Shadow Rock,Tables + Bases,"42"" Round Dining Table (no Hole)",3742RFSHNU,,Aluminum,,,29.25,,,,,,dining
110,Shadow Rock,Tables + Bases,"42"" Round Dining Table (with Hole)",3742RFSH,,Aluminum,,,29.25,,,,,,dining
111,Shadow Rock,Tables + Bases,"42"" Round Pedestal Dining Table (no Hole)",C0042RSHNU + 2742RB,,Aluminum,,,29.25,,,,,Trestle base,dining
111,Shadow Rock,Tables + Bases,"42"" Round Pedestal Dining Table (with Hole)",C0042RSH + 3330B,,Aluminum,,,29.25,,,,,Pedestal base,dining
110,Shadow Rock,Tables + Bases,"42"" Square Balcony Table (no Hole)",3742SBSHNU,,Aluminum,,,34.25,,,,,,balcony
110,Shadow Rock,Tables + Bases,"42"" Square Balcony Table (with Hole)",3742SBSH,,Aluminum,,,34.25,,,,,,balcony
